0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,label
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,12,0,0,0,0,0,0,4,0,0,4,14,0,0,12,0,0,4,4,0,6,2,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,12,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,12,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,2,0,6,8,0,0,16,20,6,6,0,0,0,4,12,2,6,2,4,12,4,0,10,21,15,24,16,12,4,4,28,8,12,17,21,2,4,12,8,8,24,10,0,16,2,6,6,20,6,6,18,0,10,18,24,8,20,6,14,16,6,8,14,2,12,16,6,16,14,6,24,10,8,10,30,8,26,10,18,6,22,20,10,16,2,40,10,14,12,16,30,12,26,20,28,12,30,8,8,30,12,4,48,4,18,20,0,20,16,34,10,14,20,10,8,14,2,2,8,2,8,6,28,0,4,4,10,8,0,2,8,2,12,18,0,10,2,6,0,2,4,10,4,4,10,0,2,4,0,4,0,8,2,0,0,2,0,6,10,0,0,6,6,0,0,4,0,2,0,0,0,2,2,2,1
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,14,6,0,0,10,20,0,0,0,0,0,16,22,0,4,10,2,24,2,2,4,22,12,14,20,2,8,2,14,12,20,34,26,20,2,10,2,4,16,8,6,16,16,2,8,8,4,4,0,12,4,24,38,10,2,12,12,2,4,10,2,6,12,8,2,4,21,11,22,0,6,42,44,22,20,16,6,18,24,8,8,7,3,12,2,16,6,8,10,12,2,30,52,4,20,10,18,4,10,0,12,8,8,14,12,12,12,4,20,2,4,20,28,12,14,14,2,0,6,8,12,14,20,14,10,10,4,18,10,12,8,11,23,6,8,0,8,0,2,0,10,12,20,8,18,0,6,2,8,16,4,2,18,0,4,2,0,6,0,12,0,10,0,16,0,0,6,4,16,0,20,14,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,4,4,0,0,2,0,2,2,2,0,2,2,0,0,3,9,4,0,2,4,0,2,2,2,8,10,4,0,0,2,6,6,4,4,2,10,0,2,2,14,4,2,2,4,4,4,4,0,4,0,3,5,0,4,0,2,2,2,6,16,2,0,2,0,0,0,4,12,0,0,2,2,4,4,0,0,0,0,0,16,0,2,0,0,2,4,0,0,3,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,2,4,0,2,0,24,0,0,0,0,0,6,6,0,0,4,4,0,4,10,4,4,6,2,4,30,0,6,16,0,0,9,11,0,8,6,4,8,16,0,6,16,6,0,12,12,0,0,8,0,2,9,9,0,0,4,2,12,8,0,0,1,1,0,8,20,0,8,20,0,0,13,3,0,8,0,0,14,28,4,6,1,1,2,6,12,4,4,0,0,0,1,1,8,0,4,0,0,2,0,0,3,3,0,4,20,12,4,0,4,4,4,4,0,2,16,0,0,4,6,0,3,3,8,0,16,0,0,4,0,0,0,0,2,8,8,2,6,4,8,0,0,0,4,2,8,0,0,8,0,8,4,4,8,10,0,0,0,22,4,0,0,0,0,0,0,8,0,18,0,0,5,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,0,0,0,4,8,8,4,0,0,0,0,0,12,0,0,8,0,4,6,12,4,2,0,4,4,8,0,0,2,10,0,0,4,0,0,8,0,0,0,4,0,0,0,0,8,8,0,0,0,8,0,0,8,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,8,8,0,20,8,8,0,16,8,12,4,16,8,24,12,16,8,8,4,0,8,0,0,20,16,8,8,4,16,8,0,8,4,0,40,8,40,24,16,16,12,20,16,16,0,8,8,12,4,0,0,16,8,0,0,2,12,0,12,0,0,0,4,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,2,0,0,0,0,4,0,14,2,0,0,0,0,0,2,0,0,2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,12,0,0,0,0,0,8,12,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,6,4,2,0,0,0,26,0,4,0,0,0,8,12,6,0,0,8,8,0,4,2,18,8,8,0,28,4,0,16,0,0,8,10,10,4,2,12,8,16,4,0,6,14,4,6,14,2,10,20,0,0,16,8,2,4,2,2,6,16,0,8,5,15,0,2,14,2,4,14,2,4,7,5,2,6,2,6,2,12,8,2,9,5,2,4,18,0,12,4,2,4,1,5,4,2,2,2,6,14,0,0,1,3,12,6,14,2,0,14,2,14,5,5,0,8,8,2,0,10,2,4,11,3,0,4,14,0,0,6,8,6,6,2,0,10,10,4,0,10,2,2,0,4,0,0,8,0,2,4,0,0,4,6,4,0,16,2,0,6,6,0,2,0,4,4,24,4,4,8,2,4,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,8,0,4,8,10,0,10,0,8,6,2,0,9,19,6,4,8,10,4,4,8,10,9,5,10,12,12,8,10,14,10,8,9,17,12,4,6,8,2,12,18,8,6,14,6,6,8,14,4,10,12,20,9,23,0,4,4,2,10,36,6,34,18,22,10,6,20,14,12,16,22,2,23,15,16,4,4,6,10,20,8,40,16,24,10,8,14,6,10,36,16,16,16,2,10,6,2,10,0,4,2,24,20,14,6,6,8,0,2,28,6,0,4,6,8,4,2,0,0,6,4,0,40,12,2,4,16,8,2,2,6,4,4,2,2,2,0,6,2,2,4,4,18,0,6,8,2,8,2,4,2,0,2,0,2,0,0,0,0,0,2,0,0,8,0,0,6,4,0,0,2,8,0,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,0,12,0,0,0,0,20,0,0,0,0,0,2,2,0,8,10,0,10,2,2,6,4,8,4,16,0,0,12,18,4,16,16,0,2,2,4,10,14,6,4,4,10,4,6,4,4,4,8,8,8,4,4,8,4,4,8,8,4,6,2,0,0,4,0,8,0,13,11,0,0,8,2,2,16,2,2,0,0,0,8,8,14,10,2,0,4,6,0,0,2,6,0,0,8,12,8,0,0,0,0,8,0,0,0,0,8,2,2,8,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,4,0,2,0,20,0,0,0,0,0,2,8,0,0,4,4,2,12,4,0,0,4,0,0,18,0,0,4,4,0,6,18,8,2,4,4,6,12,2,0,0,8,0,0,12,0,0,4,0,4,0,0,4,4,4,0,2,4,2,0,0,0,6,4,6,0,0,18,4,4,8,2,0,0,0,6,0,14,0,4,0,0,4,0,2,8,0,12,0,4,0,0,0,12,0,6,2,12,0,0,4,4,0,0,0,0,2,0,12,4,0,0,8,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,0,0,0,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,8,0,4,2,0,8,6,4,6,8,0,0,0,12,0,8,8,0,4,5,3,8,0,0,8,0,8,0,6,2,2,6,0,0,2,0,18,8,0,16,14,4,0,0,0,0,8,0,0,0,4,0,6,0,8,0,2,2,8,4,2,0,4,0,4,0,4,0,0,2,0,0,0,4,0,0,16,4,0,0,4,2,0,0,4,12,16,0,0,6,6,4,0,4,0,2,0,0,0,1,7,0,12,0,0,0,2,4,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,4,4,6,10,20,2,0,0,0,0,2,5,25,0,4,2,8,26,8,0,4,12,0,6,4,0,2,4,6,2,4,2,4,6,14,2,8,4,10,2,14,20,0,12,0,20,10,2,6,14,8,8,4,6,18,0,8,4,20,10,0,0,12,4,10,8,12,14,20,4,18,6,24,10,18,4,10,0,12,14,6,12,32,0,0,2,14,6,6,18,0,3,1,6,8,0,2,12,6,44,4,10,10,4,6,0,2,0,4,18,24,14,4,24,0,0,2,10,0,0,4,0,2,0,0,2,0,6,4,2,2,1,1,0,2,0,0,0,12,0,0,6,6,2,0,6,6,0,0,4,2,2,2,0,0,2,6,0,8,6,0,10,0,4,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,18,0,8,0,0,0,4,0,0,0,8,18,0,0,0,0,2,8,22,0,4,14,8,4,0,0,0,0,0,0,11,13,0,0,0,0,0,4,0,8,0,8,22,0,0,0,0,0,0,8,25,45,0,0,8,0,0,0,0,0,12,0,0,36,0,10,4,0,0,0,47,53,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,36,0,0,33,55,0,0,0,0,0,0,8,4,24,0,0,0,0,12,0,0,0,0,25,23,0,0,4,0,0,0,0,0,19,45,0,24,0,0,0,0,8,0,2,36,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,6,1
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,8,6,12,8,0,4,18,0,0,0,4,12,8,10,4,8,12,8,10,4,2,6,9,13,12,24,12,12,42,8,8,14,12,22,8,14,5,5,4,58,10,36,10,16,6,24,8,18,18,18,12,10,7,13,12,12,4,12,6,26,5,21,6,8,7,11,4,14,26,24,20,12,10,14,4,16,6,4,14,44,14,26,6,6,14,10,8,10,16,16,8,8,4,6,4,14,16,6,8,6,11,29,2,10,4,18,6,8,10,16,10,14,8,32,12,14,30,10,6,12,14,12,8,6,16,4,2,6,4,16,6,6,10,28,14,0,8,10,8,6,2,10,6,2,10,8,6,2,14,16,8,8,4,12,6,16,12,8,20,20,40,4,28,6,8,8,10,6,12,2,2,2,0,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,0,0,0,0,0,0,0,2,0,0,12,0,2,6,0,2,0,4,0,4,2,0,0,0,4,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,10,0,20,0,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,14,4,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,23,0,0,4,0,0,24,0,8,0,2,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,13,71,0,8,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,2,58,0,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,16,0,0,72,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,2,0,0,4,0,0,12,0,0,0,0,8,9,9,4,4,0,8,8,6,2,8,0,0,12,4,20,4,0,24,10,0,12,18,6,4,4,4,2,28,16,14,11,9,4,8,4,10,10,8,0,8,7,5,8,6,0,0,0,10,0,0,8,4,0,4,20,0,8,8,0,0,5,3,4,4,40,4,16,16,0,2,0,0,0,4,16,0,8,36,8,2,22,8,4,0,28,0,0,20,2,0,8,4,0,16,4,0,0,8,24,8,12,4,0,0,12,4,0,4,8,0,0,0,0,0,4,0,8,4,0,4,3,9,4,6,0,0,4,8,4,0,0,12,2,0,4,0,0,8,0,0,8,0,0,0,0,8,0,0,0,4,0,0,8,0,4,2,4,0,0,0,4,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,4,0,0,4,0,0,0,8,20,0,0,0,0,0,1,3,0,6,0,10,10,0,6,4,12,8,4,16,0,10,6,20,2,20,8,0,0,4,16,4,10,6,0,2,4,6,10,6,12,2,6,18,12,10,2,24,0,10,10,18,8,16,4,8,4,2,4,2,0,11,15,4,0,4,8,2,20,2,2,0,0,4,4,14,3,11,6,0,4,8,4,0,0,0,8,2,8,16,14,4,0,0,0,0,0,0,0,0,0,0,2,16,2,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
