num_nodes,num_edges,density,num_communities,min_community_size,max_community_size,avg_community_size,louvain_modularity,label
18,18,0.11764705882352941,5,3,4,3.6,0.5200617283950617,1
62,61,0.03225806451612903,9,5,9,6.888888888888889,0.7540983606557377,1
99,106,0.021851164708307565,9,8,13,11.0,0.7912068351726593,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,0
24,24,0.08695652173913043,5,4,8,4.8,0.5746527777777778,1
29,30,0.07389162561576355,6,3,7,4.833333333333333,0.6022222222222223,0
35,38,0.06386554621848739,6,3,10,5.833333333333333,0.6076869806094183,0
18,18,0.11764705882352941,5,2,4,3.6,0.5200617283950617,1
18,18,0.11764705882352941,4,3,6,4.5,0.5046296296296297,0
27,28,0.07977207977207977,5,4,7,5.4,0.5733418367346939,0
42,42,0.04878048780487805,6,6,8,7.0,0.6828231292517006,1
22,22,0.09523809523809523,5,3,5,4.4,0.5681818181818181,0
18,18,0.11764705882352941,5,3,4,3.6,0.5216049382716049,1
30,32,0.0735632183908046,5,3,9,6.0,0.599609375,0
20,20,0.10526315789473684,5,3,5,4.0,0.54625,1
17,17,0.125,5,3,4,3.4,0.4948096885813149,0
24,24,0.08695652173913043,5,4,6,4.8,0.5746527777777778,1
27,27,0.07692307692307693,5,4,7,5.4,0.6083676268861454,0
94,97,0.022191718142301534,10,6,16,9.4,0.7904134339462218,1
25,24,0.08,6,3,5,4.166666666666667,0.6197916666666666,1
34,36,0.06417112299465241,4,4,11,8.5,0.6161265432098765,1
44,43,0.045454545454545456,6,6,10,7.333333333333333,0.7128177393185506,1
19,19,0.1111111111111111,5,3,4,3.8,0.5332409972299168,1
26,25,0.07692307692307693,5,4,7,5.2,0.6295999999999999,1
18,19,0.12418300653594772,4,3,7,4.5,0.5110803324099723,1
45,46,0.046464646464646465,7,3,11,6.428571428571429,0.6479206049149338,1
44,45,0.04756871035940803,7,4,11,6.285714285714286,0.6654320987654321,1
35,37,0.06218487394957983,6,4,11,5.833333333333333,0.6117604090577063,0
31,32,0.06881720430107527,6,4,8,5.166666666666667,0.60009765625,1
22,22,0.09523809523809523,5,3,6,4.4,0.5599173553719008,0
47,50,0.04625346901017576,7,5,9,6.714285714285714,0.6689999999999999,1
26,26,0.08,5,3,7,5.2,0.5939349112426036,1
26,26,0.08,5,4,7,5.2,0.5924556213017752,1
23,25,0.09881422924901186,4,5,6,5.75,0.588,0
29,30,0.07389162561576355,5,4,7,5.8,0.5927777777777778,1
30,32,0.0735632183908046,5,3,9,6.0,0.5810546875,0
22,23,0.09956709956709957,5,3,6,4.4,0.5245746691871456,0
35,39,0.06554621848739496,5,4,11,7.0,0.5910585141354372,0
17,18,0.1323529411764706,5,2,4,3.4,0.4629629629629629,0
38,39,0.05547652916073969,5,6,9,7.6,0.6429980276134122,1
27,26,0.07407407407407407,7,3,4,3.857142857142857,0.625,1
48,50,0.044326241134751775,7,5,10,6.857142857142857,0.6844,0
29,29,0.07142857142857142,6,4,6,4.833333333333333,0.6195005945303211,0
31,31,0.06666666666666667,6,3,7,5.166666666666667,0.6508844953173778,0
31,33,0.07096774193548387,5,4,7,6.2,0.601010101010101,0
12,12,0.18181818181818182,3,4,4,4.0,0.4166666666666667,0
28,31,0.082010582010582,5,4,8,5.6,0.548907388137357,0
34,35,0.062388591800356503,5,5,10,6.8,0.6379591836734694,1
25,25,0.08333333333333333,6,4,5,4.166666666666667,0.5888,1
19,22,0.1286549707602339,3,5,7,6.333333333333333,0.5247933884297521,0
11,10,0.18181818181818182,3,3,5,3.6666666666666665,0.44500000000000006,1
64,67,0.033234126984126984,8,6,10,8.0,0.7059478725774114,1
36,42,0.06666666666666667,5,4,8,7.2,0.5714285714285714,0
39,42,0.05668016194331984,7,4,8,5.571428571428571,0.6142290249433107,0
15,16,0.1523809523809524,3,4,7,5.0,0.4375,1
40,44,0.05641025641025641,7,5,6,5.714285714285714,0.62525826446281,0
23,22,0.08695652173913043,4,4,8,5.75,0.5960743801652892,0
34,33,0.058823529411764705,5,4,8,6.8,0.667584940312213,1
30,35,0.08045977011494253,6,3,6,5.0,0.5689795918367347,0
32,35,0.07056451612903226,6,3,8,5.333333333333333,0.5877551020408164,1
14,13,0.14285714285714285,4,3,5,3.5,0.5059171597633136,1
8,7,0.25,2,4,4,4.0,0.3571428571428571,0
26,28,0.08615384615384615,5,4,7,5.2,0.5414540816326531,0
26,28,0.08615384615384615,5,4,6,5.2,0.5484693877551021,0
14,14,0.15384615384615385,4,3,4,3.5,0.46173469387755106,0
47,51,0.04717853839037928,7,4,10,6.714285714285714,0.6482122260668973,1
14,14,0.15384615384615385,3,4,5,4.666666666666667,0.5076530612244897,1
39,43,0.058029689608636977,6,4,11,6.5,0.599242833964305,0
73,76,0.0289193302891933,8,6,15,9.125,0.7277527700831026,1
68,71,0.031167690956979806,10,6,11,6.8,0.7115651656417378,1
28,27,0.07142857142857142,5,4,7,5.6,0.6406035665294925,1
26,27,0.08307692307692308,6,4,6,4.333333333333333,0.5672153635116598,1
21,22,0.10476190476190476,5,4,5,4.2,0.518595041322314,0
44,43,0.045454545454545456,6,6,9,7.333333333333333,0.7114656571119524,1
16,16,0.13333333333333333,4,3,5,4.0,0.482421875,0
27,26,0.07407407407407407,6,4,7,4.5,0.6316568047337279,1
26,26,0.08,5,4,7,5.2,0.5924556213017752,1
13,12,0.15384615384615385,4,3,4,3.25,0.4965277777777778,0
28,27,0.07142857142857142,5,4,7,5.6,0.6447187928669411,0
43,43,0.047619047619047616,7,6,7,6.142857142857143,0.7174148188209843,1
23,22,0.08695652173913043,6,3,4,3.8333333333333335,0.6053719008264462,1
18,18,0.11764705882352941,5,3,4,3.6,0.5200617283950617,1
35,37,0.06218487394957983,6,4,9,5.833333333333333,0.6216216216216217,1
25,26,0.08666666666666667,5,4,7,5.0,0.5821005917159763,1
20,21,0.11052631578947368,5,3,5,4.0,0.5045351473922903,0
42,46,0.053426248548199766,6,6,10,7.0,0.6240548204158791,0
37,36,0.05405405405405406,7,4,8,5.285714285714286,0.6712962962962963,1
24,25,0.09057971014492754,5,4,7,4.8,0.5784,1
44,48,0.0507399577167019,5,7,10,8.8,0.6918402777777778,1
32,34,0.06854838709677419,5,4,8,6.4,0.6051038062283737,0
22,22,0.09523809523809523,5,4,6,4.4,0.5640495867768595,1
57,61,0.03822055137844611,7,6,14,8.142857142857142,0.7116366568126847,1
19,19,0.1111111111111111,4,4,6,4.75,0.5277008310249307,0
18,18,0.11764705882352941,6,3,3,3.0,0.49999999999999994,1
31,31,0.06666666666666667,7,4,6,4.428571428571429,0.6243496357960457,1
69,72,0.030690537084398978,8,6,12,8.625,0.712866512345679,1
24,25,0.09057971014492754,5,4,6,4.8,0.5536,0
99,106,0.021851164708307565,9,5,15,11.0,0.7848878604485583,0
23,23,0.09090909090909091,4,3,7,5.75,0.5888468809073724,0
27,30,0.08547008547008547,6,3,6,4.5,0.5194444444444444,0
15,15,0.14285714285714285,4,3,4,3.75,0.48222222222222216,1
22,23,0.09956709956709957,5,4,5,4.4,0.5368620037807184,1
41,44,0.05365853658536585,5,5,11,8.2,0.6446280991735538,1
16,16,0.13333333333333333,5,3,4,3.2,0.48046875,0
30,32,0.0735632183908046,6,4,8,5.0,0.5859375,0
60,62,0.03502824858757062,8,5,14,7.5,0.7247658688865765,1
58,59,0.03569267997580157,8,5,9,7.25,0.7362826773915542,1
38,43,0.06116642958748222,5,6,10,7.6,0.6322336398053002,0
45,46,0.046464646464646465,7,4,8,6.428571428571429,0.6691871455576559,1
52,54,0.04072398190045249,6,5,12,8.666666666666666,0.7246227709190672,1
29,29,0.07142857142857142,5,4,7,5.8,0.617717003567182,1
17,16,0.11764705882352941,4,4,5,4.25,0.556640625,0
41,43,0.0524390243902439,7,4,10,5.857142857142857,0.6414277988101676,1
26,27,0.08307692307692308,5,4,8,5.2,0.5727023319615911,1
35,35,0.058823529411764705,6,4,7,5.833333333333333,0.6559183673469389,0
31,32,0.06881720430107527,6,4,7,5.166666666666667,0.6044921875,0
26,28,0.08615384615384615,5,4,6,5.2,0.545280612244898,0
15,14,0.13333333333333333,4,3,4,3.75,0.5255102040816326,1
25,26,0.08666666666666667,6,4,5,4.166666666666667,0.5613905325443787,0
17,17,0.125,5,3,4,3.4,0.5017301038062284,1
32,33,0.06653225806451613,5,4,10,6.4,0.615702479338843,0
5,4,0.4,1,5,5,5.0,0.0,0
85,94,0.026330532212885154,9,4,13,9.444444444444445,0.7533952014486194,1
27,28,0.07977207977207977,6,4,7,4.5,0.5943877551020408,0
30,31,0.07126436781609195,6,4,6,5.0,0.6030176899063475,0
68,73,0.03204565408252853,8,4,12,8.5,0.7079189341339838,1
26,26,0.08,5,4,7,5.2,0.591715976331361,1
19,19,0.1111111111111111,5,3,5,3.8,0.5152354570637119,0
38,41,0.05832147937411095,7,3,8,5.428571428571429,0.6049970255800119,0
24,25,0.09057971014492754,5,4,6,4.8,0.5496,0
37,41,0.06156156156156156,5,5,11,7.4,0.6168947055324212,1
75,76,0.02738738738738739,7,7,12,10.714285714285714,0.774671052631579,1
24,26,0.09420289855072464,4,4,9,6.0,0.5214497041420119,1
21,22,0.10476190476190476,4,4,6,5.25,0.5175619834710743,1
38,43,0.06116642958748222,6,4,10,6.333333333333333,0.6054624121146566,0
19,18,0.10526315789473684,5,3,5,3.8,0.5694444444444444,1
17,18,0.1323529411764706,4,4,5,4.25,0.46296296296296297,0
36,38,0.06031746031746032,6,4,9,6.0,0.6246537396121883,1
44,47,0.049682875264270614,7,5,8,6.285714285714286,0.6570846536894521,0
45,48,0.048484848484848485,8,4,9,5.625,0.6371527777777778,0
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,0
73,77,0.029299847792998476,8,7,13,9.125,0.7408500590318772,1
23,24,0.09486166007905138,5,4,6,4.6,0.5416666666666666,1
25,26,0.08666666666666667,5,3,7,5.0,0.5821005917159763,1
21,22,0.10476190476190476,4,3,7,5.25,0.5754132231404958,0
36,38,0.06031746031746032,6,4,8,6.0,0.6163434903047091,0
56,55,0.03571428571428571,8,6,9,7.0,0.7442975206611571,0
31,30,0.06451612903225806,6,4,7,5.166666666666667,0.658888888888889,1
17,16,0.11764705882352941,5,3,4,3.4,0.548828125,0
42,44,0.05110336817653891,8,4,7,5.25,0.6629648760330578,1
18,18,0.11764705882352941,3,6,6,6.0,0.5,0
17,16,0.11764705882352941,5,3,4,3.4,0.548828125,1
15,16,0.1523809523809524,4,2,5,3.75,0.419921875,1
14,14,0.15384615384615385,4,3,4,3.5,0.4566326530612245,0
28,27,0.07142857142857142,5,5,6,5.6,0.6508916323731139,0
18,19,0.12418300653594772,4,3,7,4.5,0.5,1
4,3,0.5,1,4,4,4.0,0.0,0
28,30,0.07936507936507936,5,4,6,5.6,0.5644444444444445,0
9,8,0.2222222222222222,3,2,4,3.0,0.3828125,1
16,16,0.13333333333333333,5,3,4,3.2,0.48046875,0
18,17,0.1111111111111111,5,3,4,3.6,0.5640138408304498,0
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,0
20,21,0.11052631578947368,5,3,6,4.0,0.5453514739229024,0
23,25,0.09881422924901186,3,7,9,7.666666666666667,0.5800000000000001,0
35,39,0.06554621848739496,6,4,11,5.833333333333333,0.576594345825115,1
37,42,0.06306306306306306,5,4,9,7.4,0.6244331065759637,0
78,83,0.02763902763902764,8,5,15,9.75,0.7358107127304397,0
44,47,0.049682875264270614,6,6,10,7.333333333333333,0.6548211860570394,0
29,32,0.07881773399014778,6,4,6,4.833333333333333,0.54248046875,0
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,1
52,54,0.04072398190045249,8,5,8,6.5,0.7050754458161865,0
20,19,0.1,5,3,6,4.0,0.5720221606648199,0
28,28,0.07407407407407407,5,4,7,5.6,0.6128826530612245,1
29,28,0.06896551724137931,6,3,6,4.833333333333333,0.6409438775510203,1
13,14,0.1794871794871795,3,4,5,4.333333333333333,0.4387755102040817,0
26,27,0.08307692307692308,5,4,8,5.2,0.5637860082304527,1
28,28,0.07407407407407407,7,3,5,4.0,0.6045918367346939,1
20,20,0.10526315789473684,5,3,6,4.0,0.5425,0
40,40,0.05128205128205128,6,4,11,6.666666666666667,0.6775,1
15,15,0.14285714285714285,3,4,6,5.0,0.4577777777777778,0
35,39,0.06554621848739496,6,4,8,5.833333333333333,0.5723208415516108,0
24,26,0.09420289855072464,5,3,6,4.8,0.5199704142011834,0
24,25,0.09057971014492754,5,3,7,4.8,0.5784,1
78,78,0.025974025974025976,7,7,12,11.142857142857142,0.776051939513478,1
99,98,0.020202020202020204,10,7,13,9.9,0.8034673052894628,1
15,15,0.14285714285714285,4,3,4,3.75,0.4733333333333333,1
35,37,0.06218487394957983,6,5,7,5.833333333333333,0.612490869247626,0
22,23,0.09956709956709957,5,4,6,4.4,0.5330812854442344,1
26,28,0.08615384615384615,5,4,8,5.2,0.5510204081632653,0
35,39,0.06554621848739496,5,4,11,7.0,0.5792241946088099,0
19,19,0.1111111111111111,5,3,5,3.8,0.523545706371191,0
18,17,0.1111111111111111,4,4,5,4.5,0.5657439446366781,0
20,21,0.11052631578947368,4,4,6,5.0,0.502267573696145,0
19,19,0.1111111111111111,5,3,5,3.8,0.5235457063711911,0
23,24,0.09486166007905138,6,3,5,3.8333333333333335,0.53125,0
46,49,0.04734299516908213,8,4,9,5.75,0.6580591420241566,0
28,31,0.082010582010582,6,4,6,4.666666666666667,0.536420395421436,0
34,37,0.0659536541889483,7,3,7,4.857142857142857,0.5799853907962016,0
34,36,0.06417112299465241,5,3,11,6.8,0.6315586419753088,1
58,60,0.036297640653357534,8,4,10,7.25,0.7180555555555556,0
25,24,0.08,5,3,8,5.0,0.6085069444444444,0
31,33,0.07096774193548387,5,4,9,6.2,0.6023875114784206,0
29,29,0.07142857142857142,6,4,7,4.833333333333333,0.6159334126040428,0
15,14,0.13333333333333333,3,4,6,5.0,0.5076530612244897,0
16,16,0.13333333333333333,5,3,4,3.2,0.48046875,0
33,36,0.06818181818181818,5,6,8,6.6,0.6030092592592593,0
67,71,0.03211216644052465,9,5,10,7.444444444444445,0.7013489387026384,0
13,13,0.16666666666666666,3,4,5,4.333333333333333,0.43491124260355035,1
34,37,0.0659536541889483,6,4,8,5.666666666666667,0.6033601168736303,0
15,15,0.14285714285714285,4,3,4,3.75,0.48222222222222216,0
99,105,0.021645021645021644,10,5,16,9.9,0.7621768707482993,0
20,20,0.10526315789473684,5,3,5,4.0,0.535,0
18,18,0.11764705882352941,6,3,3,3.0,0.49999999999999994,1
35,40,0.06722689075630252,6,4,9,5.833333333333333,0.55375,0
26,29,0.08923076923076922,5,4,7,5.2,0.5160523186682521,1
16,15,0.125,4,3,5,4.0,0.5444444444444445,1
39,43,0.058029689608636977,6,4,10,6.5,0.6314223904813413,0
36,40,0.06349206349206349,6,4,9,6.0,0.586875,0
21,23,0.10952380952380952,5,4,5,4.2,0.49054820415879014,0
41,46,0.05609756097560976,6,4,10,6.833333333333333,0.623109640831758,0
21,21,0.1,6,2,4,3.5,0.5464852607709751,0
20,20,0.10526315789473684,5,3,6,4.0,0.53375,0
14,14,0.15384615384615385,4,3,4,3.5,0.46173469387755106,1
70,73,0.030227743271221533,10,4,11,7.0,0.7393507224620004,1
17,17,0.125,4,3,6,4.25,0.4896193771626297,0
32,36,0.07258064516129033,4,6,9,8.0,0.5690586419753088,0
22,22,0.09523809523809523,5,3,6,4.4,0.5630165289256198,1
33,37,0.07007575757575757,5,6,7,6.6,0.6044558071585099,0
29,31,0.07635467980295567,5,4,8,5.8,0.582726326742976,0
22,22,0.09523809523809523,4,4,6,5.5,0.5568181818181819,0
23,23,0.09090909090909091,4,4,7,5.75,0.5718336483931947,0
36,37,0.05873015873015873,7,4,7,5.142857142857143,0.6322132943754565,0
22,22,0.09523809523809523,6,3,5,3.6666666666666665,0.5588842975206612,1
18,18,0.11764705882352941,3,6,6,6.0,0.5,0
18,19,0.12418300653594772,5,3,4,3.6,0.4764542936288089,1
26,27,0.08307692307692308,5,3,6,5.2,0.6378600823045268,0
16,16,0.13333333333333333,4,3,5,4.0,0.494140625,0
47,48,0.04440333024976873,8,5,7,5.875,0.6859809027777778,1
27,27,0.07692307692307693,5,3,7,5.4,0.6262002743484225,0
17,17,0.125,4,3,6,4.25,0.5484429065743944,0
52,54,0.04072398190045249,6,5,11,8.666666666666666,0.7047325102880657,0
6,5,0.3333333333333333,3,2,2,2.0,0.26,1
96,101,0.022149122807017543,10,5,16,9.6,0.7916870895010293,0
33,34,0.06439393939393939,5,4,8,6.6,0.6180795847750864,1
11,10,0.18181818181818182,3,3,5,3.6666666666666665,0.44500000000000006,1
28,29,0.07671957671957672,5,4,7,5.6,0.5856123662306778,0
31,34,0.07311827956989247,5,4,10,6.2,0.5830449826989619,0
43,46,0.05094130675526024,6,5,9,7.166666666666667,0.6294896030245747,0
39,42,0.05668016194331984,7,3,7,5.571428571428571,0.6468253968253969,0
15,15,0.14285714285714285,4,3,4,3.75,0.48222222222222216,1
37,41,0.06156156156156156,5,5,11,7.4,0.6168947055324211,1
20,20,0.10526315789473684,5,3,5,4.0,0.53875,0
48,51,0.04521276595744681,7,4,8,6.857142857142857,0.6893502499038832,0
24,25,0.09057971014492754,5,4,6,4.8,0.5536,1
57,59,0.03696741854636591,6,7,12,9.5,0.7061189313415686,1
37,41,0.06156156156156156,5,6,9,7.4,0.6171921475312314,0
23,25,0.09881422924901186,4,4,9,5.75,0.5448,0
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.4650000000000001,0
17,17,0.125,4,4,5,4.25,0.5069204152249134,1
22,22,0.09523809523809523,5,3,6,4.4,0.5557851239669421,1
99,104,0.021438878581735724,10,8,15,9.9,0.8087093195266272,1
7,6,0.2857142857142857,2,3,4,3.5,0.3194444444444444,1
15,14,0.13333333333333333,4,3,5,3.75,0.5178571428571428,1
34,35,0.062388591800356503,6,4,7,5.666666666666667,0.6261224489795919,0
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.4650000000000001,1
36,38,0.06031746031746032,6,4,10,6.0,0.6270775623268698,0
99,105,0.021645021645021644,8,6,18,12.375,0.7694784580498866,1
37,38,0.057057057057057055,4,8,11,9.25,0.6596260387811634,1
35,37,0.06218487394957983,5,5,10,7.0,0.618699780861943,1
16,15,0.125,4,4,4,4.0,0.548888888888889,1
75,76,0.02738738738738739,8,4,14,9.375,0.7259349030470914,1
29,28,0.06896551724137931,7,3,5,4.142857142857143,0.6390306122448979,1
20,21,0.11052631578947368,4,4,6,5.0,0.5056689342403629,0
16,16,0.13333333333333333,4,3,5,4.0,0.484375,1
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,1
25,27,0.09,5,4,6,5.0,0.537037037037037,0
49,53,0.045068027210884355,6,4,12,8.166666666666666,0.6767532929868281,0
41,42,0.05121951219512195,7,4,8,5.857142857142857,0.6590136054421769,0
17,16,0.11764705882352941,4,4,5,4.25,0.55078125,1
52,51,0.038461538461538464,6,8,10,8.666666666666666,0.7306805074971165,1
41,44,0.05365853658536585,8,4,7,5.125,0.6412706611570248,1
34,38,0.0677361853832442,5,5,10,6.8,0.574792243767313,0
24,25,0.09057971014492754,5,4,6,4.8,0.5752,0
39,39,0.05263157894736842,7,4,9,5.571428571428571,0.660749506903353,1
18,19,0.12418300653594772,4,4,5,4.5,0.48060941828254844,1
96,96,0.021052631578947368,9,7,13,10.666666666666666,0.79931640625,1
34,34,0.06060606060606061,4,7,11,8.5,0.6496539792387543,1
20,19,0.1,5,4,4,4.0,0.5844875346260388,1
44,46,0.048625792811839326,7,4,9,6.285714285714286,0.6495746691871456,0
64,67,0.033234126984126984,8,5,15,8.0,0.7076186233014035,0
17,17,0.125,4,4,5,4.25,0.5069204152249134,1
28,31,0.082010582010582,5,4,8,5.6,0.5530697190426639,0
16,15,0.125,4,3,5,4.0,0.54,1
20,20,0.10526315789473684,4,4,6,5.0,0.5387500000000001,1
35,39,0.06554621848739496,7,4,6,5.0,0.5716633793556871,0
68,71,0.031167690956979806,10,5,10,6.8,0.713747272366594,1
24,23,0.08333333333333333,5,4,6,4.8,0.6086956521739131,0
28,30,0.07936507936507936,5,4,7,5.6,0.5638888888888889,1
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,0
21,22,0.10476190476190476,4,4,6,5.25,0.5609504132231405,0
22,24,0.1038961038961039,5,3,6,4.4,0.5199652777777778,0
30,31,0.07126436781609195,5,5,7,6.0,0.6040582726326742,0
21,21,0.1,4,4,6,5.25,0.5498866213151927,0
99,104,0.021438878581735724,10,5,14,9.9,0.8070913461538461,0
34,39,0.06951871657754011,5,4,9,6.8,0.60387902695595,0
6,5,0.3333333333333333,2,2,4,3.0,0.22000000000000008,0
31,33,0.07096774193548387,5,4,8,6.2,0.5973370064279155,1
29,29,0.07142857142857142,6,4,7,4.833333333333333,0.6183115338882283,1
62,64,0.033844526705446853,10,6,7,6.2,0.712158203125,1
13,13,0.16666666666666666,3,4,5,4.333333333333333,0.4319526627218935,1
26,26,0.08,5,4,7,5.2,0.591715976331361,0
17,16,0.11764705882352941,5,3,4,3.4,0.548828125,0
19,22,0.1286549707602339,4,4,5,4.75,0.5165289256198347,1
30,33,0.07586206896551724,6,3,8,5.0,0.5633608815426997,0
88,94,0.024555903866248695,7,6,18,12.571428571428571,0.7456994114984156,0
36,40,0.06349206349206349,6,4,8,6.0,0.5928125,0
87,88,0.023523122159850307,9,6,12,9.666666666666666,0.7813145661157025,0
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
18,17,0.1111111111111111,4,3,5,4.5,0.5657439446366781,1
32,34,0.06854838709677419,4,8,8,8.0,0.602076124567474,0
12,12,0.18181818181818182,3,4,4,4.0,0.4166666666666667,1
14,13,0.14285714285714285,4,3,4,3.5,0.5177514792899409,1
40,41,0.052564102564102565,6,4,11,6.666666666666667,0.6618084473527662,0
34,37,0.0659536541889483,6,4,7,5.666666666666667,0.6066471877282688,0
34,37,0.0659536541889483,4,8,10,8.5,0.6099342585829073,1
18,18,0.11764705882352941,4,3,6,4.5,0.5169753086419753,1
55,56,0.03771043771043771,9,4,10,6.111111111111111,0.6895727040816326,1
28,30,0.07936507936507936,6,3,7,4.666666666666667,0.5833333333333334,0
10,9,0.2,4,2,3,2.5,0.38888888888888884,1
19,19,0.1111111111111111,4,4,6,4.75,0.5277008310249307,1
32,34,0.06854838709677419,5,5,8,6.4,0.5895328719723183,0
20,20,0.10526315789473684,4,4,6,5.0,0.5437500000000001,0
29,29,0.07142857142857142,5,4,8,5.8,0.6189060642092746,1
33,33,0.0625,6,3,7,5.5,0.6643709825528008,0
33,34,0.06439393939393939,5,5,10,6.6,0.6310553633217992,0
31,35,0.07526881720430108,6,4,7,5.166666666666667,0.5644897959183675,0
15,15,0.14285714285714285,4,3,4,3.75,0.4733333333333333,1
14,14,0.15384615384615385,4,3,4,3.5,0.46173469387755106,1
23,24,0.09486166007905138,6,3,4,3.8333333333333335,0.5381944444444444,0
22,22,0.09523809523809523,5,4,6,4.4,0.5692148760330578,1
25,25,0.08333333333333333,5,4,6,5.0,0.5968,0
30,32,0.0735632183908046,6,4,7,5.0,0.572265625,0
16,15,0.125,4,4,4,4.0,0.548888888888889,1
28,29,0.07671957671957672,5,4,8,5.6,0.5760998810939358,0
28,27,0.07142857142857142,5,4,7,5.6,0.6385459533607682,0
22,21,0.09090909090909091,5,3,7,4.4,0.5918367346938775,1
30,32,0.0735632183908046,5,5,8,6.0,0.578125,0
18,18,0.11764705882352941,4,4,6,4.5,0.5169753086419753,1
37,39,0.05855855855855856,5,4,12,7.4,0.6314924391847468,1
21,20,0.09523809523809523,5,4,5,4.2,0.5875000000000001,1
37,38,0.057057057057057055,5,5,10,7.4,0.6651662049861495,1
23,22,0.08695652173913043,5,4,6,4.6,0.6053719008264463,1
32,33,0.06653225806451613,6,4,7,5.333333333333333,0.6313131313131314,0
24,25,0.09057971014492754,6,3,5,4.0,0.5496,1
33,36,0.06818181818181818,5,6,8,6.6,0.6037808641975309,0
16,16,0.13333333333333333,4,3,5,4.0,0.486328125,1
16,15,0.125,4,3,5,4.0,0.5444444444444445,0
18,18,0.11764705882352941,4,4,5,4.5,0.5231481481481481,1
38,38,0.05405405405405406,8,4,6,4.75,0.6585872576177285,1
41,44,0.05365853658536585,5,7,9,8.2,0.653150826446281,0
30,31,0.07126436781609195,5,5,7,6.0,0.6040582726326742,0
41,44,0.05365853658536585,6,4,12,6.833333333333333,0.6304235537190083,1
20,20,0.10526315789473684,5,3,5,4.0,0.53875,1
22,23,0.09956709956709957,4,4,8,5.5,0.5491493383742911,0
20,21,0.11052631578947368,5,3,5,4.0,0.5045351473922903,0
25,25,0.08333333333333333,5,3,7,5.0,0.6039999999999999,0
24,25,0.09057971014492754,5,4,7,4.8,0.548,1
32,33,0.06653225806451613,6,4,8,5.333333333333333,0.6349862258953168,1
20,19,0.1,5,4,4,4.0,0.5844875346260388,1
25,26,0.08666666666666667,5,4,7,5.0,0.5599112426035503,0
34,35,0.062388591800356503,6,4,8,5.666666666666667,0.623265306122449,0
35,40,0.06722689075630252,6,4,10,5.833333333333333,0.58625,0
16,15,0.125,4,3,5,4.0,0.54,0
29,31,0.07635467980295567,4,6,9,7.25,0.5832466181061395,0
