num_nodes,num_edges,density,num_communities,min_community_size,max_community_size,avg_community_size,louvain_modularity,min_Betweenness,max_Betweenness,avg_Betweenness,min_EigenvectorCentrality,max_EigenvectorCentrality,avg_EigenvectorCentrality,min_LaplacianCentrality,max_LaplacianCentrality,avg_LaplacianCentrality,min_Sfigality,max_Sfigality,avg_Sfigality,min_DegreeCentrality,max_DegreeCentrality,avg_DegreeCentrality,min_HarmonicCloseness,max_HarmonicCloseness,avg_HarmonicCloseness,min_KatzCentrality,max_KatzCentrality,avg_KatzCentrality,min_KPathCentrality,max_KPathCentrality,avg_KPathCentrality,avg_core_decmposition,min_closeness_centrality,max_closeness_centrality,avg_closeness_centrality,ged_walk_centrality,label
28,29,0.07671957671957672,5,3,9,5.6,0.5856123662306778,0.0,388.0,106.71428571428571,0.03589596408596437,0.3406617689435476,0.1656101887888888,8.0,32.0,18.142857142857142,0.0,1.0,0.5119047619047619,1.0,4.0,2.0714285714285716,0.21458500347389228,0.38589065255731925,0.2987305023019308,0.0920966017267397,0.27068139511825445,0.17461765010728733,2.846251588310038,15.512071156289707,8.152477763659466,1.4642857142857142,0.14594594594594595,0.2872340425531915,0.20893609941928545,3.7800785920000006,0
16,15,0.125,4,4,4,4.0,0.5466666666666666,0.0,158.0,35.5,0.11678714041261565,0.4671002349187328,0.21895641120202913,10.0,38.0,17.25,0.0,1.0,0.75,1.0,4.0,1.875,0.32555555555555554,0.5666666666666667,0.39625000000000005,0.14524323794093613,0.44350644437042025,0.22637998566805667,2.0076045627376424,12.4106463878327,5.212927756653993,1.0,0.25,0.46875,0.30905111794431733,4.352767999999999,1
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,0.0,80.0,18.833333333333332,0.16161374262311157,0.6031442301114358,0.26477790776502413,8.0,34.0,16.333333333333332,0.0,1.0,0.7222222222222222,1.0,4.0,1.8333333333333333,0.37878787878787884,0.6363636363636364,0.4633838383838384,0.15825558101120363,0.459046860324037,0.2600935308167994,1.4545454545454546,11.818181818181818,4.863636363636363,1.0,0.3142857142857143,0.5789473684210527,0.3836700446769097,3.7189376000000016,1
42,45,0.05226480836236934,6,4,10,7.0,0.6634567901234568,0.0,666.3714285714286,170.00000000000003,0.0372502785047094,0.3043067015568185,0.1294720416146362,8.0,38.0,19.714285714285715,0.0,1.0,0.492063492063492,1.0,4.0,2.142857142857143,0.19641009397106948,0.3532520325203251,0.26476784603962294,0.0728674597999008,0.23424088263272316,0.1411753225679672,2.2380106571936054,16.561278863232683,8.266429840142097,1.4285714285714286,0.14487632508833923,0.2907801418439716,0.20105637752041608,4.554583080960001,1
52,54,0.04072398190045249,7,5,11,7.428571428571429,0.6999314128943759,0.0,1456.0,288.7307692307692,0.012714357977413005,0.32635335599727827,0.11422890315185043,8.0,40.0,19.26923076923077,0.0,1.0,0.5833333333333333,1.0,4.0,2.076923076923077,0.16174479115655577,0.2985060690943042,0.2233762445866518,0.06718803226444722,0.2263049801928558,0.12616388863941022,1.9985218033998524,18.140428677014043,7.937915742793792,1.2692307692307692,0.11258278145695365,0.22077922077922077,0.15523212597714314,4.879452430336,0
17,17,0.125,5,3,5,3.4,0.5,0.0,136.0,34.23529411764706,0.050157904767612886,0.43380369597379764,0.21014961724425002,6.0,40.0,18.58823529411765,0.0,1.0,0.6862745098039216,1.0,4.0,2.0,0.2927083333333334,0.5625,0.4105392156862745,0.10093650721853399,0.40903882089667426,0.21701419410751552,1.2795698924731183,12.064516129032258,5.18279569892473,1.2941176470588236,0.2318840579710145,0.47058823529411764,0.3313012237591622,4.9524479999999995,0
31,32,0.06881720430107527,6,4,7,5.166666666666667,0.60205078125,0.0,474.0,132.32258064516128,0.03648102778894392,0.3288466645434231,0.15700396011993015,6.0,30.0,17.741935483870968,0.0,1.0,0.46774193548387094,1.0,3.0,2.064516129032258,0.19907684907684914,0.35865079365079366,0.2804218004218004,0.0695463175842553,0.26112608242771773,0.1647323348861031,2.877030162412993,14.097447795823665,8.361948955916475,1.4516129032258065,0.1382488479262673,0.2608695652173913,0.19158689207564714,7.2361987214535475,0
14,14,0.15384615384615385,4,3,4,3.5,0.4566326530612245,0.0,76.0,25.285714285714285,0.1057978498665345,0.42165586859661275,0.24210249209740384,8.0,30.0,17.0,0.0,1.0,0.5,1.0,3.0,2.0,0.3410256410256411,0.5576923076923076,0.439194139194139,0.13121209560845642,0.3904727533602631,0.24522848327160227,1.4545454545454546,9.272727272727272,5.376623376623377,1.4285714285714286,0.2708333333333333,0.46428571428571425,0.35151060753682234,6.338531494140625,0
26,29,0.08923076923076922,5,4,8,5.2,0.5297265160523186,0.0,180.0,72.76923076923077,0.06428911396085919,0.33622607576674507,0.17470512653771644,8.0,30.0,20.0,0.0,1.0,0.38461538461538464,1.0,3.0,2.230769230769231,0.26087301587301587,0.42800000000000005,0.3428986568986569,0.0862553756204522,0.2820979566496326,0.1809322860575237,3.25,13.565217391304348,8.679347826086957,1.6153846153846154,0.2,0.352112676056338,0.2632843654629106,9.141308074817061,0
13,12,0.15384615384615385,4,2,4,3.25,0.4930555555555555,0.0,102.0,20.307692307692307,0.1437508493222885,0.6166926946800331,0.2467636396409902,8.0,44.0,17.076923076923077,0.0,1.0,0.717948717948718,1.0,4.0,1.8461538461538463,0.375,0.6666666666666666,0.4583333333333333,0.14665599188057607,0.5130594697638611,0.24557692574833206,1.2697674418604652,13.241860465116279,5.162790697674418,1.0,0.3157894736842105,0.6,0.38639385892357037,4.878208000000001,1
38,39,0.05547652916073969,6,5,7,6.333333333333333,0.6522024983563445,0.0,716.0,203.42105263157896,0.011133583795295486,0.3535722379881739,0.13316060922817902,8.0,32.0,18.0,0.0,1.0,0.5350877192982456,1.0,4.0,2.0526315789473686,0.17763370263370257,0.3083011583011583,0.244657717026138,0.083057992833721,0.235665839970185,0.150023370777531,2.3565891472868215,16.790697674418606,8.034883720930232,1.394736842105263,0.11212121212121212,0.21511627906976744,0.15926675203931961,3.7794877440000008,0
39,41,0.0553306342780027,8,4,6,4.875,0.6430696014277216,0.0,693.0,150.10256410256412,0.025052626237664504,0.3663999029351213,0.1307953434833518,8.0,46.0,20.102564102564102,0.0,1.0,0.5897435897435898,1.0,4.0,2.1025641025641026,0.2105472013366751,0.38320802005012533,0.2767784846732215,0.07373454212294214,0.28937176919916924,0.14407025993990447,2.3636363636363638,16.545454545454547,7.867424242424243,1.3333333333333333,0.15510204081632656,0.29457364341085274,0.20881205541398215,6.106132480000001,1
24,26,0.09420289855072464,5,4,6,4.8,0.5502958579881656,0.0,176.0,74.58333333333333,0.05415097187961406,0.32422394412388206,0.1836944089984773,8.0,30.0,18.916666666666668,0.0,1.0,0.4583333333333333,1.0,3.0,2.1666666666666665,0.24756728778467904,0.4101449275362317,0.33689901081205426,0.08925361378656192,0.2751634491678016,0.18998500099218898,1.4961038961038962,10.098701298701299,5.392207792207792,1.5833333333333333,0.17829457364341086,0.3150684931506849,0.2437726928342289,7.027375973761082,0
22,22,0.09523809523809523,5,4,5,4.4,0.5640495867768595,0.0,224.0,68.36363636363636,0.03863181023983327,0.3526749399189351,0.18725855092205143,6.0,36.0,17.545454545454547,0.0,1.0,0.5681818181818182,1.0,4.0,2.0,0.23180272108843525,0.43174603174603166,0.3372706658420944,0.09341001323220784,0.33917670044737486,0.19569435424611353,1.6732394366197183,10.411267605633803,5.230985915492958,1.2727272727272727,0.1653543307086614,0.3333333333333333,0.2443035722927596,4.0172748799999995,0
21,21,0.1,4,4,6,5.25,0.5498866213151927,0.0,228.0,56.57142857142857,0.05088154291998603,0.4404088957788336,0.188992670298789,6.0,36.0,17.714285714285715,0.0,1.0,0.5952380952380952,1.0,4.0,2.0,0.26434523809523813,0.48083333333333345,0.35563492063492064,0.09597724851512585,0.358933237791033,0.19881187481951,1.8529411764705883,12.600000000000001,5.276470588235294,1.2857142857142858,0.20408163265306123,0.38461538461538464,0.27042540672076143,4.308531199999999,0
33,35,0.06628787878787878,7,3,7,4.714285714285714,0.6326530612244898,0.0,349.3333333333333,126.48484848484848,0.04265032720103851,0.34381310450193686,0.14600385955601594,8.0,32.0,19.393939393939394,0.0,1.0,0.5858585858585859,1.0,4.0,2.121212121212121,0.21671626984126982,0.36964285714285716,0.28682284151034143,0.08065502371739526,0.24834565458302899,0.16043008668349143,2.753018660812294,16.083424807903402,8.25027442371021,1.393939393939394,0.16243654822335024,0.2831858407079646,0.20953686622237763,4.0958998528000015,0
30,29,0.06666666666666667,6,4,8,5.0,0.6426872770511296,0.0,544.0,90.86666666666666,0.027159648867663005,0.48472563130861435,0.1498323470795794,6.0,50.0,18.333333333333332,0.0,1.0,0.7,1.0,4.0,1.9333333333333333,0.22376847290640395,0.4620689655172413,0.3123070607553367,0.07602271378805914,0.3643062003688033,0.15997809317658312,2.4372759856630823,18.2078853046595,7.550776583034648,1.0,0.17901234567901234,0.3918918918918919,0.25042262995129483,6.3316736,1
48,51,0.04521276595744681,8,4,8,6.0,0.6537870049980776,0.0,1228.0,226.70833333333334,0.001647194104958564,0.364227191162528,0.10041536919479084,6.0,46.0,20.125,0.0,1.0,0.5868055555555555,1.0,4.0,2.125,0.1704012890183102,0.3452634245187437,0.2470229484857144,0.056309860223097884,0.26121523329183743,0.12896373855879578,2.5843230403800472,17.938242280285035,8.405384006334124,1.3958333333333333,0.12020460358056267,0.25405405405405407,0.17821794554015136,6.473300664320003,1
14,13,0.14285714285714285,4,3,4,3.5,0.5118343195266273,0.0,106.0,27.428571428571427,0.09514450387763355,0.5484237227462172,0.23102963231352977,8.0,38.0,16.857142857142858,0.0,1.0,0.738095238095238,1.0,4.0,1.8571428571428572,0.34230769230769237,0.5897435897435896,0.4252747252747252,0.14486226942439334,0.46055201002805507,0.24086974596430746,1.6363636363636362,12.0,5.077922077922078,1.0,0.2653061224489796,0.48148148148148145,0.3342256075241291,4.2211072000000005,1
24,23,0.08333333333333333,6,4,4,4.0,0.6134215500945179,0.0,302.0,68.83333333333333,0.09120150018098419,0.4130869970983352,0.1744754077606275,10.0,38.0,18.166666666666668,0.0,1.0,0.75,1.0,4.0,1.9166666666666667,0.2807453416149069,0.4637681159420291,0.33566252587991724,0.11359344666730345,0.34525082638812604,0.1815304787569834,1.4961038961038962,13.464935064935066,4.987012987012988,1.0,0.21698113207547168,0.3709677419354839,0.25886066031200466,4.746573578240005,1
32,33,0.06653225806451613,6,4,6,5.333333333333333,0.6166207529843893,0.0,476.0,117.6875,0.01835490858772829,0.34661169725245944,0.14094966602354003,8.0,38.0,18.9375,0.0,1.0,0.5729166666666666,1.0,4.0,2.0625,0.20594307126565192,0.3941628264208909,0.29464823930549733,0.08000430209560329,0.2851456623973515,0.15964022158989244,2.741826381059752,16.018038331454342,8.07215332581736,1.375,0.14691943127962084,0.30097087378640774,0.21705676242970567,4.800653680640001,1
26,28,0.08615384615384615,5,4,8,5.2,0.5510204081632653,0.0,225.0,79.0,0.05312584577887406,0.32525877428073763,0.17255149877435375,8.0,30.0,19.0,0.0,1.0,0.4230769230769231,1.0,3.0,2.1538461538461537,0.24992063492063493,0.41733333333333333,0.3308473748473748,0.08364378683050076,0.2832964056206297,0.18000095989056172,1.5072463768115942,9.231884057971014,5.1521739130434785,1.5384615384615385,0.1865671641791045,0.32894736842105265,0.24846780796342133,8.234198480844498,0
34,35,0.062388591800356503,5,4,10,6.8,0.6355102040816326,0.0,594.0,152.52941176470588,0.02736409418395948,0.3717572331234601,0.14358711541385483,8.0,36.0,18.294117647058822,0.0,1.0,0.5294117647058824,1.0,4.0,2.0588235294117645,0.19642596460778272,0.3604256854256853,0.27072187072187065,0.08276196224629823,0.2769119944304848,0.15720795592715342,2.47008547008547,14.52991452991453,8.18803418803419,1.3823529411764706,0.12992125984251968,0.25384615384615383,0.18512404860332138,4.406886399999999,1
20,21,0.11052631578947368,5,3,5,4.0,0.536281179138322,0.0,160.0,49.3,0.06611131288557578,0.3889095700948157,0.19653474083448008,8.0,32.0,18.6,0.0,1.0,0.5166666666666666,1.0,4.0,2.1,0.28258145363408527,0.4798245614035087,0.373421052631579,0.10677682637183517,0.3227292873256104,0.20635504286551312,0.7384615384615385,12.0,5.363076923076923,1.45,0.22093023255813954,0.3958333333333333,0.28868240292900127,3.965028352000001,0
41,43,0.0524390243902439,6,4,9,6.833333333333333,0.6544077879935101,0.0,856.0,204.4878048780488,0.04429024604066583,0.29203560616834806,0.13548332842415498,8.0,38.0,19.073170731707318,0.0,1.0,0.5447154471544715,1.0,4.0,2.097560975609756,0.18646790709290703,0.3195833333333332,0.2490121666950935,0.07667878990457895,0.251825567155642,0.1432718133980347,2.527651858567543,16.950135992747054,8.31912964641886,1.3414634146341464,0.12232415902140673,0.23529411764705882,0.16894207677109327,4.6871869440000005,0
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.365,0.0,48.0,12.0,0.1357578290207682,0.5489358733188335,0.2786701713334199,10.0,42.0,19.4,0.0,1.0,0.7,1.0,4.0,2.0,0.43518518518518523,0.7222222222222222,0.5296296296296297,0.1684451164572095,0.5273582087913985,0.2828866094047569,0.821917808219178,7.123287671232877,2.8767123287671232,1.3,0.36,0.6428571428571429,0.446254402718025,4.792192000000001,1
18,18,0.11764705882352941,5,3,4,3.6,0.5200617283950617,0.0,156.0,42.333333333333336,0.04194241591777534,0.40361870518368337,0.20697996498446034,6.0,36.0,17.333333333333332,0.0,1.0,0.5648148148148148,1.0,4.0,2.0,0.2668767507002801,0.5098039215686274,0.3844615624027388,0.10340694450697682,0.3831936955512189,0.21551058289193936,0.9183673469387756,9.918367346938776,5.571428571428571,1.3333333333333333,0.20238095238095238,0.425,0.29734889313843116,4.16997376,1
62,61,0.03225806451612903,9,5,9,6.888888888888889,0.7540983606557377,0.0,2694.0,405.16129032258067,0.023409773398666362,0.4213327730122373,0.09634509123150345,8.0,46.0,18.70967741935484,0.0,1.0,0.6989247311827956,1.0,4.0,1.967741935483871,0.14960988465086816,0.29785323965651817,0.19661879412672637,0.0628729993375116,0.24132621337307775,0.11351690929946065,1.5786123488224062,19.574793125397836,7.663908338637811,1.0,0.09951060358890701,0.21403508771929824,0.13637941667629275,5.85375232,1
99,106,0.021851164708307565,8,10,18,12.375,0.7848433606265575,0.0,4724.333333333334,1039.1313131313132,3.446630939673629e-05,0.3693026227828097,0.05765642745562094,6.0,46.0,19.050505050505052,0.0,1.0,0.5824915824915825,1.0,4.0,2.1414141414141414,0.08938523894536836,0.21407268868253257,0.14739092924886038,0.04079474957223107,0.1942370483692527,0.0927673851425036,3.2826747720364744,28.449848024316108,12.09588284056369,1.494949494949495,0.053964757709251104,0.12694300518134716,0.0908698720745645,6.171207270400002,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,0.0,66.0,16.545454545454547,0.12102124923352606,0.5843076492189941,0.2564832358009164,8.0,32.0,15.454545454545455,0.0,1.0,0.6666666666666666,1.0,4.0,1.8181818181818181,0.39166666666666666,0.65,0.47575757575757577,0.17197634482235719,0.49625193175470683,0.2738215124942452,1.8232044198895028,10.574585635359117,4.955801104972376,1.0,0.3225806451612903,0.5882352941176471,0.3929210493158552,3.5284736000000008,0
24,24,0.08695652173913043,6,4,4,4.0,0.578125,0.0,201.0,66.5,0.09074368874551796,0.339926893159762,0.17676958770591478,8.0,32.0,18.5,0.0,1.0,0.6388888888888888,1.0,4.0,2.0,0.280952380952381,0.43913043478260877,0.34047619047619043,0.10735340630664482,0.2965192663132337,0.18458680481093984,1.122077922077922,11.594805194805195,5.174025974025974,1.25,0.22115384615384612,0.3484848484848485,0.266226405708113,4.000083558400002,1
29,30,0.07389162561576355,7,3,5,4.142857142857143,0.6088888888888889,0.0,430.0,103.86206896551724,0.048096015381453174,0.36863944920857594,0.1583505989074168,8.0,32.0,18.413793103448278,0.0,1.0,0.5402298850574713,1.0,4.0,2.0689655172413794,0.22746598639455767,0.39940476190476193,0.3000469153178512,0.09029732601564681,0.2674013243517267,0.17079303932419615,2.7142857142857144,15.857142857142858,8.172413793103448,1.4137931034482758,0.1590909090909091,0.3181818181818182,0.21985664007593536,3.888906240000001,0
35,38,0.06386554621848739,5,4,10,7.0,0.6153047091412742,0.0,461.8,127.37142857142857,0.046609091428730695,0.317492282507027,0.14466834558951136,8.0,32.0,19.485714285714284,0.0,1.0,0.43809523809523804,1.0,4.0,2.1714285714285713,0.21495204142262958,0.3789215686274509,0.2887735700340742,0.07711775169118533,0.23851292420962608,0.15586441609712848,2.770833333333333,16.770833333333336,8.479166666666668,1.5142857142857142,0.15668202764976957,0.3090909090909091,0.2178821559642232,4.195629342720001,0
18,18,0.11764705882352941,5,2,4,3.6,0.5200617283950617,0.0,138.0,39.333333333333336,0.11047032239143052,0.40213903839956705,0.20976564749642457,8.0,32.0,18.0,0.0,1.0,0.5925925925925926,1.0,4.0,2.0,0.31666666666666665,0.5147058823529411,0.39215686274509803,0.12295703836109403,0.3485122222278544,0.21476318140202916,1.653061224489796,11.387755102040817,5.459183673469387,1.3333333333333333,0.2537313432835821,0.4358974358974359,0.312331397223098,3.9365052416000017,1
18,18,0.11764705882352941,4,4,6,4.5,0.5169753086419753,0.0,148.0,43.333333333333336,0.0696109237557717,0.414291623770582,0.2052774324124374,8.0,30.0,17.333333333333332,0.0,1.0,0.5555555555555556,1.0,4.0,2.0,0.3005602240896359,0.49509803921568635,0.37992530345471526,0.12164140444871832,0.3403676462001285,0.21734878669197394,1.653061224489796,11.387755102040817,5.428571428571428,1.3333333333333333,0.22666666666666666,0.4146341463414634,0.29270562181905,3.5557570560000005,0
27,28,0.07977207977207977,5,4,7,5.4,0.5733418367346939,0.0,364.0,98.88888888888889,0.04469166080855862,0.3493568307674584,0.1703995220496987,8.0,30.0,17.85185185185185,0.0,1.0,0.48148148148148145,1.0,3.0,2.074074074074074,0.22004107004107,0.3975274725274725,0.30444781555892664,0.08774536058218746,0.2866447526694935,0.1769628034778739,2.128777923784494,14.90144546649146,8.304862023653088,1.4814814814814814,0.1511627906976744,0.2988505747126437,0.2154895290114886,7.417280673980713,0
42,42,0.04878048780487805,6,6,8,7.0,0.6828231292517006,0.0,796.0,168.85714285714286,0.043131611409074594,0.3841792238996993,0.12114646979416913,8.0,40.0,18.714285714285715,0.0,1.0,0.738095238095238,1.0,4.0,2.0,0.2120209059233449,0.36747967479674787,0.2595486975277916,0.08132864274941592,0.2730817384723861,0.138508830755794,1.9396092362344584,17.456483126110125,7.7051509769094135,1.1428571428571428,0.1673469387755102,0.2907801418439716,0.20221381334756683,5.342557782015998,1
22,22,0.09523809523809523,4,5,7,5.5,0.5557851239669422,0.0,176.0,56.18181818181818,0.03879624646134978,0.4118953227391988,0.17688434530671263,6.0,40.0,18.09090909090909,0.0,1.0,0.6515151515151515,1.0,4.0,2.0,0.25538548752834467,0.48571428571428577,0.3577973613687899,0.08955823510909171,0.3645460210835332,0.18988692383130487,1.4873239436619718,13.385915492957746,5.391549295774648,1.2272727272727273,0.2,0.3818181818181818,0.28372168098594247,5.07122221056,0
18,18,0.11764705882352941,4,4,5,4.5,0.5154320987654321,0.0,120.0,41.333333333333336,0.10994837723571109,0.3702896893131924,0.21053415042120227,8.0,32.0,18.0,0.0,1.0,0.5925925925925926,1.0,4.0,2.0,0.31540616246498604,0.49117647058823527,0.3887955182072829,0.12512415482819805,0.34045128573493394,0.21506532263946368,1.2857142857142856,12.673469387755103,4.897959183673469,1.3333333333333333,0.23943661971830985,0.37777777777777777,0.30201235008438887,3.7744572416,1
30,32,0.0735632183908046,5,4,8,6.0,0.58935546875,0.0,270.66666666666663,107.53333333333333,0.04028538721687197,0.34038443763640847,0.15473230989183373,8.0,32.0,19.333333333333332,0.0,1.0,0.5666666666666665,1.0,4.0,2.1333333333333333,0.22579365079365077,0.38201970443349764,0.3012661923006751,0.08483654550188029,0.2570674801817577,0.16881774961619697,3.154121863799283,17.77777777777778,8.420549581839905,1.4333333333333333,0.16201117318435754,0.29292929292929293,0.2208699425499033,4.0017565286400005,0
20,20,0.10526315789473684,4,4,6,5.0,0.54375,0.0,196.0,55.8,0.05647433080451767,0.3648174848749378,0.20161448807115961,6.0,36.0,17.6,0.0,1.0,0.575,1.0,4.0,2.0,0.25478279030910606,0.46140350877192987,0.3569131161236424,0.10127938499017959,0.35845222806280197,0.20534086738967822,1.1076923076923078,11.815384615384616,5.409230769230769,1.3,0.18627450980392157,0.36538461538461536,0.2625942182282456,4.088599552000002,1
17,17,0.125,5,3,4,3.4,0.4948096885813149,0.0,106.0,37.64705882352941,0.06559815969185451,0.4016761618985648,0.21343720734326746,6.0,30.0,16.823529411764707,0.0,1.0,0.5,1.0,3.0,2.0,0.2886904761904763,0.5052083333333333,0.3942577030812324,0.099821391045383,0.36012080909262795,0.22064510554247418,1.2795698924731183,9.505376344086022,5.483870967741936,1.3529411764705883,0.22857142857142856,0.41025641025641024,0.31013130240421144,6.813003063201904,0
24,24,0.08695652173913043,5,4,8,4.8,0.5746527777777778,0.0,237.0,65.0,0.08849031919520638,0.36571343777826154,0.17649238635158745,8.0,32.0,18.5,0.0,1.0,0.6388888888888888,1.0,4.0,2.0,0.280952380952381,0.45652173913043487,0.3423395445134576,0.10559285116258751,0.3040420816052634,0.18440607387064253,0.9350649350649352,12.155844155844155,5.127272727272728,1.25,0.22115384615384612,0.3833333333333333,0.27055050268887276,4.166851624960004,1
27,27,0.07692307692307693,5,4,7,5.4,0.6083676268861454,0.0,434.0,84.37037037037037,0.03268823819697306,0.3967238759379987,0.16508625820933268,6.0,38.0,18.22222222222222,0.0,1.0,0.5987654320987653,1.0,4.0,2.0,0.225915750915751,0.4416666666666667,0.3178605345272012,0.0811997015314923,0.315294394978651,0.1738725151436649,1.3247663551401867,13.436915887850466,5.081775700934578,1.2222222222222223,0.17567567567567569,0.36619718309859156,0.2438523260561969,4.568878202880001,0
94,97,0.022191718142301534,9,7,17,10.444444444444445,0.7955149325114252,0.0,5242.0,709.7446808510638,0.00039400063817743915,0.4109098080809947,0.05756090297231514,6.0,52.0,19.93617021276596,0.0,1.0,0.6170212765957447,1.0,4.0,2.0638297872340425,0.1221900806341034,0.24018215953699798,0.170509133430527,0.040677145851704996,0.1911806777488754,0.09129688763397352,3.2516575381954453,23.168059959642548,10.843182473335256,1.3404255319148937,0.08740601503759399,0.17613636363636365,0.1192954962429858,6.665993912319999,1
