num_nodes,num_edges,density,num_communities,min_community_size,max_community_size,avg_community_size,louvain_modularity,label
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
9,9,0.25,3,2,4,3.0,0.31481481481481477,1
12,13,0.19696969696969696,3,3,5,4.0,0.40828402366863903,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
9,10,0.2777777777777778,2,4,5,4.5,0.28,1
10,9,0.2,4,2,3,2.5,0.4012345679012345,1
10,9,0.2,3,2,4,3.3333333333333335,0.42592592592592593,1
12,13,0.19696969696969696,2,6,6,6.0,0.42307692307692313,1
9,9,0.25,3,2,4,3.0,0.42592592592592593,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.2851239669421487,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,1
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,1
26,27,0.08307692307692308,4,3,8,6.5,0.602880658436214,0
12,13,0.19696969696969696,3,3,6,4.0,0.36982248520710065,1
10,10,0.2222222222222222,4,2,3,2.5,0.345,1
10,11,0.24444444444444444,3,2,5,3.3333333333333335,0.32231404958677695,1
11,11,0.2,3,3,4,3.6666666666666665,0.384297520661157,1
10,9,0.2,3,3,4,3.3333333333333335,0.42592592592592593,1
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
12,11,0.16666666666666666,3,3,5,4.0,0.47520661157024796,1
8,7,0.25,3,2,3,2.6666666666666665,0.3571428571428572,1
9,10,0.2777777777777778,4,2,3,2.25,0.245,1
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
11,12,0.21818181818181817,4,2,4,2.75,0.3194444444444445,1
31,32,0.06881720430107527,5,4,9,6.2,0.65478515625,0
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
40,43,0.05512820512820513,6,3,9,6.666666666666667,0.6990265008112493,0
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
11,10,0.18181818181818182,4,2,3,2.75,0.44499999999999995,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.35999999999999993,1
12,13,0.19696969696969696,3,3,5,4.0,0.4082840236686391,1
10,11,0.24444444444444444,4,2,3,2.5,0.29338842975206614,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
23,24,0.09486166007905138,6,2,5,3.8333333333333335,0.5347222222222223,0
12,13,0.19696969696969696,3,3,5,4.0,0.35207100591715973,1
8,8,0.2857142857142857,2,3,5,4.0,0.3046875,1
8,8,0.2857142857142857,3,2,4,2.6666666666666665,0.25,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
66,71,0.0331002331002331,8,6,14,8.25,0.7346756595913508,0
11,11,0.2,3,3,4,3.6666666666666665,0.3925619834710744,1
8,8,0.2857142857142857,3,2,4,2.6666666666666665,0.25,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,1
11,12,0.21818181818181817,4,2,4,2.75,0.3194444444444445,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
25,26,0.08666666666666667,5,4,6,5.0,0.5628698224852071,0
10,11,0.24444444444444444,3,3,4,3.3333333333333335,0.29338842975206614,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
12,12,0.18181818181818182,3,2,6,4.0,0.41319444444444453,1
11,12,0.21818181818181817,4,2,4,2.75,0.3194444444444445,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
41,42,0.05121951219512195,6,4,9,6.833333333333333,0.699546485260771,0
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
24,26,0.09420289855072464,5,4,6,4.8,0.599112426035503,0
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
57,62,0.03884711779448621,7,4,10,8.142857142857142,0.7173517169614985,0
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
6,6,0.4,3,2,2,2.0,0.16666666666666669,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.40625,1
46,51,0.04927536231884058,7,5,8,6.571428571428571,0.6762783544790465,0
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.2975206611570248,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
12,12,0.18181818181818182,3,4,4,4.0,0.4131944444444444,1
12,13,0.19696969696969696,3,4,4,4.0,0.35798816568047337,1
56,61,0.03961038961038961,6,6,13,9.333333333333334,0.708277344799785,0
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
8,8,0.2857142857142857,4,2,2,2.0,0.25,1
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,1
11,12,0.21818181818181817,4,2,3,2.75,0.3298611111111111,1
19,21,0.12280701754385964,3,5,7,6.333333333333333,0.5158730158730158,0
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
12,13,0.19696969696969696,4,2,4,3.0,0.3520710059171598,1
5,4,0.4,1,5,5,5.0,0.0,1
13,14,0.1794871794871795,4,3,4,3.25,0.3852040816326531,0
12,12,0.18181818181818182,3,3,6,4.0,0.40624999999999994,1
12,12,0.18181818181818182,3,3,5,4.0,0.4965277777777778,1
20,23,0.12105263157894737,3,6,8,6.666666666666667,0.5340264650283554,0
12,13,0.19696969696969696,3,4,4,4.0,0.35798816568047337,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.4131944444444444,1
7,7,0.3333333333333333,3,2,3,2.3333333333333335,0.22448979591836737,1
56,61,0.03961038961038961,6,6,13,9.333333333333334,0.708277344799785,0
19,19,0.1111111111111111,4,3,7,4.75,0.5498614958448753,0
11,12,0.21818181818181817,3,3,5,3.6666666666666665,0.375,1
11,12,0.21818181818181817,4,2,3,2.75,0.3298611111111111,1
9,8,0.2222222222222222,3,3,3,3.0,0.4140625,1
20,22,0.11578947368421053,5,3,6,4.0,0.49586776859504134,0
26,27,0.08307692307692308,5,4,8,5.2,0.6021947873799725,0
29,30,0.07389162561576355,6,3,8,4.833333333333333,0.5872222222222223,0
9,9,0.25,3,3,3,3.0,0.3333333333333333,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
5,4,0.4,1,5,5,5.0,0.0,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
11,14,0.2545454545454545,2,5,6,5.5,0.28316326530612246,1
10,11,0.24444444444444444,4,2,3,2.5,0.29338842975206614,1
8,7,0.25,3,2,3,2.6666666666666665,0.3571428571428572,1
12,13,0.19696969696969696,3,4,4,4.0,0.35798816568047337,1
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,1
9,9,0.25,3,2,4,3.0,0.31481481481481477,1
31,32,0.06881720430107527,4,5,9,7.75,0.64013671875,0
11,11,0.2,3,3,4,3.6666666666666665,0.3925619834710744,1
12,14,0.21212121212121213,3,4,4,4.0,0.3086734693877551,1
20,21,0.11052631578947368,4,3,8,5.0,0.5226757369614513,0
63,69,0.03533026113671275,7,8,11,9.0,0.7406007141356858,0
12,11,0.16666666666666666,3,3,5,4.0,0.4669421487603306,1
10,10,0.2222222222222222,4,2,3,2.5,0.33999999999999997,1
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,1
10,11,0.24444444444444444,3,3,4,3.3333333333333335,0.3925619834710744,1
12,13,0.19696969696969696,3,3,5,4.0,0.3994082840236687,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,0
9,9,0.25,3,3,3,3.0,0.3333333333333333,1
10,9,0.2,3,3,4,3.3333333333333335,0.42592592592592593,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
11,11,0.2,3,3,5,3.6666666666666665,0.41735537190082656,1
10,10,0.2222222222222222,4,2,3,2.5,0.345,1
10,9,0.2,3,2,4,3.3333333333333335,0.42592592592592593,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
11,11,0.2,3,2,5,3.6666666666666665,0.4338842975206612,1
23,24,0.09486166007905138,5,4,6,4.6,0.5815972222222222,0
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32986111111111105,1
19,20,0.11695906432748537,5,2,6,3.8,0.51625,0
12,12,0.18181818181818182,3,3,5,4.0,0.40625,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
21,21,0.1,4,3,8,5.25,0.5566893424036281,0
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.3549999999999999,1
10,10,0.2222222222222222,4,2,3,2.5,0.33999999999999997,1
12,13,0.19696969696969696,3,3,6,4.0,0.37278106508875747,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.2851239669421487,1
12,12,0.18181818181818182,3,3,5,4.0,0.4548611111111111,1
12,12,0.18181818181818182,4,2,4,3.0,0.40277777777777773,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.42500000000000004,1
9,10,0.2777777777777778,4,2,3,2.25,0.245,1
10,10,0.2222222222222222,4,2,3,2.5,0.33999999999999997,1
12,11,0.16666666666666666,3,3,5,4.0,0.4669421487603306,1
8,8,0.2857142857142857,4,2,2,2.0,0.25,1
53,56,0.040638606676342524,7,5,11,7.571428571428571,0.7425063775510204,0
12,11,0.16666666666666666,4,2,4,3.0,0.46694214876033063,1
11,10,0.18181818181818182,4,2,3,2.75,0.44999999999999996,1
12,13,0.19696969696969696,3,3,5,4.0,0.3431952662721893,1
11,11,0.2,4,2,4,2.75,0.36363636363636365,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
12,14,0.21212121212121213,3,3,5,4.0,0.3647959183673469,1
34,35,0.062388591800356503,5,5,9,6.8,0.6640816326530612,0
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,1
20,21,0.11052631578947368,3,5,8,6.666666666666667,0.5090702947845804,0
11,11,0.2,3,2,5,3.6666666666666665,0.3553719008264463,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.3549999999999999,1
11,12,0.21818181818181817,4,2,3,2.75,0.31597222222222227,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
10,11,0.24444444444444444,3,2,5,3.3333333333333335,0.32231404958677695,1
29,30,0.07389162561576355,5,4,8,5.8,0.6527777777777778,0
7,6,0.2857142857142857,2,3,4,3.5,0.3194444444444444,1
19,20,0.11695906432748537,4,3,7,4.75,0.5362499999999999,0
12,11,0.16666666666666666,3,3,5,4.0,0.4669421487603306,1
11,10,0.18181818181818182,4,2,3,2.75,0.44499999999999995,1
30,31,0.07126436781609195,5,3,8,6.0,0.6571279916753382,0
11,11,0.2,3,3,4,3.6666666666666665,0.384297520661157,1
12,13,0.19696969696969696,3,2,6,4.0,0.36094674556213024,1
8,9,0.32142857142857145,4,2,2,2.0,0.191358024691358,1
46,52,0.050241545893719805,6,4,11,7.666666666666667,0.6797337278106509,0
12,12,0.18181818181818182,4,3,3,3.0,0.41319444444444436,1
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,1
12,11,0.16666666666666666,3,3,5,4.0,0.47520661157024796,1
4,3,0.5,2,2,2,2.0,0.16666666666666663,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.4650000000000001,1
9,10,0.2777777777777778,2,4,5,4.5,0.28,1
9,9,0.25,3,2,4,3.0,0.31481481481481477,1
10,10,0.2222222222222222,4,2,3,2.5,0.345,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,1
11,11,0.2,3,3,4,3.6666666666666665,0.3842975206611571,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.268595041322314,1
24,27,0.09782608695652174,5,4,7,4.8,0.5939643347050754,0
12,12,0.18181818181818182,3,3,6,4.0,0.40624999999999994,1
7,7,0.3333333333333333,3,2,3,2.3333333333333335,0.22448979591836737,1
47,51,0.04717853839037928,6,4,12,7.833333333333333,0.6939638600538255,0
6,6,0.4,3,2,2,2.0,0.16666666666666669,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
12,13,0.19696969696969696,3,3,6,4.0,0.36982248520710065,1
11,11,0.2,2,5,6,5.5,0.3925619834710743,1
48,53,0.04698581560283688,8,4,8,6.0,0.7000711997152012,0
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,1
12,11,0.16666666666666666,3,3,5,4.0,0.47520661157024796,1
12,13,0.19696969696969696,4,2,4,3.0,0.3579881656804734,1
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.3549999999999999,1
11,11,0.2,4,2,3,2.75,0.3760330578512397,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
10,9,0.2,4,2,3,2.5,0.4012345679012345,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.2851239669421487,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
11,11,0.2,3,3,4,3.6666666666666665,0.3925619834710744,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.3549999999999999,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
7,7,0.3333333333333333,3,2,3,2.3333333333333335,0.22448979591836737,1
6,5,0.3333333333333333,1,6,6,6.0,0.0,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
11,11,0.2,3,3,4,3.6666666666666665,0.384297520661157,1
12,12,0.18181818181818182,3,2,6,4.0,0.42708333333333337,1
20,21,0.11052631578947368,4,4,6,5.0,0.5498866213151927,0
12,13,0.19696969696969696,4,2,4,3.0,0.3520710059171598,1
10,9,0.2,3,2,4,3.3333333333333335,0.4012345679012346,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
84,91,0.02610441767068273,8,7,15,10.5,0.7695326651370608,0
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.3549999999999999,1
11,11,0.2,3,3,4,3.6666666666666665,0.3842975206611571,1
12,13,0.19696969696969696,4,2,4,3.0,0.3579881656804734,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
6,6,0.4,3,2,2,2.0,0.16666666666666669,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
12,13,0.19696969696969696,3,4,4,4.0,0.35798816568047337,1
12,13,0.19696969696969696,3,3,6,4.0,0.37278106508875747,1
12,12,0.18181818181818182,3,3,6,4.0,0.43402777777777785,1
12,13,0.19696969696969696,3,3,5,4.0,0.4082840236686391,1
12,13,0.19696969696969696,4,2,4,3.0,0.3520710059171598,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
9,9,0.25,3,2,4,3.0,0.31481481481481477,1
56,61,0.03961038961038961,7,4,10,8.0,0.7167428110722923,0
21,22,0.10476190476190476,5,3,6,4.2,0.5444214876033058,0
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
12,17,0.25757575757575757,3,2,6,4.0,0.2698961937716263,1
9,9,0.25,3,3,3,3.0,0.3333333333333333,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.2851239669421487,1
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,1
10,11,0.24444444444444444,4,2,3,2.5,0.29338842975206614,1
10,9,0.2,3,3,4,3.3333333333333335,0.4382716049382716,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.35999999999999993,1
12,11,0.16666666666666666,3,4,4,4.0,0.48347107438016534,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
4,3,0.5,1,4,4,4.0,0.0,1
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,1
6,6,0.4,2,3,3,3.0,0.3194444444444444,1
12,13,0.19696969696969696,3,3,5,4.0,0.3431952662721893,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.365,1
11,12,0.21818181818181817,4,2,3,2.75,0.32986111111111116,1
12,13,0.19696969696969696,4,3,3,3.0,0.5147928994082841,1
12,13,0.19696969696969696,3,2,6,4.0,0.36094674556213024,1
6,5,0.3333333333333333,1,6,6,6.0,0.0,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.4650000000000001,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
12,13,0.19696969696969696,4,2,4,3.0,0.35798816568047337,1
5,4,0.4,1,5,5,5.0,0.0,1
37,40,0.06006006006006006,7,3,7,5.285714285714286,0.6678124999999999,0
12,16,0.24242424242424243,4,3,3,3.0,0.375,1
11,13,0.23636363636363636,4,2,3,2.75,0.28402366863905326,1
21,22,0.10476190476190476,5,3,6,4.2,0.546487603305785,0
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.43500000000000005,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,1
10,9,0.2,3,2,4,3.3333333333333335,0.42592592592592593,1
9,9,0.25,3,3,3,3.0,0.3333333333333333,1
56,60,0.03896103896103896,6,7,12,9.333333333333334,0.7255555555555555,0
7,6,0.2857142857142857,3,2,3,2.3333333333333335,0.3194444444444444,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
19,20,0.11695906432748537,4,3,7,4.75,0.5487500000000001,0
45,51,0.051515151515151514,6,4,12,7.5,0.6537870049980776,0
12,12,0.18181818181818182,4,2,4,3.0,0.38888888888888884,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,1
10,10,0.2222222222222222,4,2,3,2.5,0.345,1
11,13,0.23636363636363636,4,2,3,2.75,0.28402366863905326,1
12,12,0.18181818181818182,3,4,4,4.0,0.4166666666666667,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
10,9,0.2,3,2,4,3.3333333333333335,0.42592592592592593,1
2,1,1.0,1,2,2,2.0,0.0,1
12,12,0.18181818181818182,4,2,4,3.0,0.39236111111111105,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.3553719008264463,1
21,22,0.10476190476190476,4,3,8,5.25,0.5361570247933884,0
9,10,0.2777777777777778,3,2,4,3.0,0.33999999999999986,1
12,13,0.19696969696969696,3,2,6,4.0,0.36094674556213024,1
10,11,0.24444444444444444,3,2,5,3.3333333333333335,0.32231404958677695,1
12,11,0.16666666666666666,4,2,4,3.0,0.44214876033057854,1
22,23,0.09956709956709957,4,2,8,5.5,0.5718336483931947,0
10,9,0.2,3,3,4,3.3333333333333335,0.42592592592592593,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
34,35,0.062388591800356503,6,4,10,5.666666666666667,0.6338775510204082,0
48,51,0.04521276595744681,6,4,13,8.0,0.6901191849288735,0
10,14,0.3111111111111111,3,2,4,3.3333333333333335,0.2321428571428572,1
10,9,0.2,4,2,3,2.5,0.4012345679012345,1
11,10,0.18181818181818182,4,2,3,2.75,0.44999999999999996,1
8,7,0.25,4,2,2,2.0,0.30612244897959184,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.36,1
11,13,0.23636363636363636,3,3,4,3.6666666666666665,0.2751479289940829,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
11,11,0.2,4,2,3,2.75,0.38016528925619836,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
12,11,0.16666666666666666,3,3,5,4.0,0.4669421487603306,1
12,11,0.16666666666666666,4,2,4,3.0,0.4710743801652893,1
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,1
10,9,0.2,3,2,4,3.3333333333333335,0.42592592592592593,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
12,13,0.19696969696969696,4,2,4,3.0,0.3520710059171598,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
13,14,0.1794871794871795,4,2,4,3.25,0.38520408163265313,0
54,59,0.04122990915443746,6,6,13,9.0,0.7008043665613329,0
10,10,0.2222222222222222,3,2,4,3.3333333333333335,0.33999999999999986,1
10,10,0.2222222222222222,4,2,3,2.5,0.33999999999999997,1
12,12,0.18181818181818182,4,2,4,3.0,0.40277777777777773,1
11,12,0.21818181818181817,4,2,4,2.75,0.3229166666666667,1
12,12,0.18181818181818182,3,3,5,4.0,0.40625,1
10,11,0.24444444444444444,3,2,5,3.3333333333333335,0.32231404958677695,1
75,82,0.02954954954954955,8,8,12,9.375,0.7633105294467579,0
12,12,0.18181818181818182,3,4,4,4.0,0.4166666666666667,1
21,23,0.10952380952380952,3,5,9,7.0,0.5207939508506616,0
12,13,0.19696969696969696,4,2,4,3.0,0.35798816568047337,1
12,11,0.16666666666666666,4,3,3,3.0,0.4710743801652893,1
9,9,0.25,3,3,3,3.0,0.32716049382716045,1
9,10,0.2777777777777778,4,2,3,2.25,0.245,1
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,1
36,38,0.06031746031746032,7,3,9,5.142857142857143,0.6360803324099723,0
10,10,0.2222222222222222,4,2,3,2.5,0.345,1
8,9,0.32142857142857145,2,3,5,4.0,0.2222222222222222,1
10,11,0.24444444444444444,3,2,4,3.3333333333333335,0.268595041322314,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,1
8,7,0.25,3,2,3,2.6666666666666665,0.37755102040816324,1
52,57,0.042986425339366516,6,5,14,8.666666666666666,0.6912896275777162,0
10,12,0.26666666666666666,4,2,3,2.5,0.24305555555555552,1
54,57,0.039832285115303984,7,5,9,7.714285714285714,0.7112957833179441,0
23,26,0.10276679841897234,4,4,7,5.75,0.5458579881656804,0
11,12,0.21818181818181817,4,2,4,2.75,0.3194444444444445,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,1
33,34,0.06439393939393939,5,3,8,6.6,0.6327854671280276,0
