num_nodes,num_edges,density,num_communities,min_community_size,max_community_size,avg_community_size,louvain_modularity,min_Betweenness,max_Betweenness,avg_Betweenness,min_EigenvectorCentrality,max_EigenvectorCentrality,avg_EigenvectorCentrality,min_LaplacianCentrality,max_LaplacianCentrality,avg_LaplacianCentrality,min_Sfigality,max_Sfigality,avg_Sfigality,min_DegreeCentrality,max_DegreeCentrality,avg_DegreeCentrality,min_HarmonicCloseness,max_HarmonicCloseness,avg_HarmonicCloseness,min_KatzCentrality,max_KatzCentrality,avg_KatzCentrality,min_KPathCentrality,max_KPathCentrality,avg_KPathCentrality,avg_core_decmposition,min_closeness_centrality,max_closeness_centrality,avg_closeness_centrality,ged_walk_centrality,label
76,83,0.02912280701754386,8,7,11,9.5,0.7652053999129046,0.0,2886.0,994.8684210526316,0.003931655553759682,0.26651264832943544,0.08831270861467612,8.0,32.0,18.92105263157895,0.0,1.0,0.5570175438596491,1.0,4.0,2.1842105263157894,0.10961693888537419,0.16917429760928213,0.14696659524100236,0.05592254546578934,0.16219143431194893,0.10924195404056708,3.134020618556701,21.285223367697597,13.034364261168387,1.6710526315789473,0.0530035335689046,0.09339975093399751,0.07252664264656328,3.5710804131839997,0
11,11,0.2,3,3,4,3.6666666666666665,0.3842975206611571,0.0,54.0,20.545454545454547,0.09069327826829235,0.5202496185771033,0.27961033472160346,6.0,24.0,15.090909090909092,0.0,1.0,0.4090909090909091,1.0,3.0,2.0,0.3292857142857143,0.575,0.4613852813852814,0.14505335648338935,0.43099261211303413,0.29115691734526616,2.005524861878453,8.933701657458563,5.453038674033149,1.5454545454545454,0.23809523809523808,0.4545454545454546,0.339708571427939,4.5032958984375,1
11,11,0.2,3,3,4,3.6666666666666665,0.38842975206611574,0.0,34.0,19.09090909090909,0.2105214321044828,0.4848069172427233,0.2911428007439423,8.0,22.0,14.545454545454545,0.0,1.0,0.18181818181818182,1.0,3.0,2.0,0.37333333333333335,0.5366666666666666,0.4648484848484848,0.18635676174180277,0.41022769890762556,0.29748967819889666,1.8232044198895028,7.657458563535911,5.718232044198895,1.9090909090909092,0.2857142857142857,0.38461538461538464,0.34584169178162505,3.75439453125,1
8,8,0.2857142857142857,2,3,5,4.0,0.3046875,0.0,26.0,8.5,0.18310342508671085,0.5284677605262429,0.33661861514829744,8.0,26.0,15.5,0.0,1.0,0.375,1.0,3.0,2.0,0.45238095238095244,0.7142857142857143,0.5714285714285714,0.19953612233299928,0.5065468156603551,0.3392947215315514,1.6842105263157894,5.052631578947368,3.052631578947368,1.625,0.3684210526315789,0.6363636363636364,0.46689958648162977,4.6259765625,1
20,21,0.11052631578947368,4,4,6,5.0,0.5498866213151927,0.0,188.0,69.1,0.01806893442514168,0.36760292808048345,0.20275606069341884,6.0,28.0,16.8,0.0,1.0,0.425,1.0,3.0,2.1,0.21521037442090074,0.41052631578947374,0.3349337358547885,0.0887525745799152,0.3205039425517107,0.21343953881946254,1.2923076923076922,9.784615384615384,5.750769230769231,1.65,0.1450381679389313,0.30158730158730157,0.2244095688364514,5.6408843994140625,0
6,5,0.3333333333333333,1,6,6,6.0,0.0,0.0,20.0,3.3333333333333335,0.1825741858350553,0.9128709291752767,0.30429030972509225,12.0,40.0,16.666666666666668,0.0,1.0,0.8333333333333334,1.0,5.0,1.6666666666666667,0.6,1.0,0.6666666666666666,0.2829524646067764,0.7743962253683541,0.3648597580670394,1.1428571428571428,9.714285714285715,2.7619047619047623,1.0,0.5555555555555556,1.0,0.6296296296296297,2.7314814814814814,1
11,12,0.21818181818181817,4,2,3,2.75,0.3298611111111111,0.0,36.0,14.545454545454545,0.09701559689839391,0.501701372869642,0.2675730966345714,10.0,40.0,21.272727272727273,0.0,1.0,0.696969696969697,1.0,4.0,2.1818181818181817,0.4066666666666666,0.6666666666666667,0.5206060606060606,0.1456976975626418,0.4688918011941549,0.2752453454334139,1.8232044198895028,10.756906077348066,5.320441988950277,1.5454545454545454,0.3225806451612903,0.5555555555555556,0.42463600721047856,4.992952320000001,1
9,9,0.25,3,2,4,3.0,0.30864197530864196,0.0,28.0,10.666666666666666,0.10590138906597621,0.47390588515378396,0.3094993799063297,6.0,26.0,16.0,0.0,1.0,0.5,1.0,3.0,2.0,0.38958333333333334,0.6666666666666666,0.5425925925925926,0.1495844261539775,0.4608006727189611,0.31347141341438844,0.5538461538461539,5.538461538461538,2.5538461538461537,1.5555555555555556,0.3076923076923077,0.5714285714285714,0.44615702553065134,5.098814010620117,1
64,69,0.03422619047619048,6,10,12,10.666666666666666,0.7312539382482672,0.0,1996.0,617.4375,0.009060837858521173,0.2684523016974042,0.09728509068044466,8.0,32.0,18.9375,0.0,1.0,0.515625,1.0,4.0,2.15625,0.13468526545260898,0.20744343839581927,0.17291013899035707,0.06499089765959884,0.17769710404785818,0.11790573856392625,2.8567885926844387,17.45815251084935,8.748915065096094,1.59375,0.07342657342657342,0.1254980079681275,0.09557703638656362,3.8233959383040013,0
12,11,0.16666666666666666,4,3,3,3.0,0.475206611570248,0.0,74.0,18.666666666666668,0.13189119480457112,0.5203228575037743,0.2554081722440387,8.0,38.0,16.333333333333332,0.0,1.0,0.7222222222222222,1.0,4.0,1.8333333333333333,0.3772727272727273,0.6515151515151515,0.46666666666666656,0.1571929383849365,0.5014163634418681,0.25792498717032536,2.0,11.818181818181818,4.8181818181818175,1.0,0.3055555555555556,0.55,0.3862535612535612,4.260450304000001,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32986111111111105,0.0,39.666666666666664,15.454545454545455,0.1529512363191226,0.4464125015013372,0.28642805877890704,8.0,28.0,17.454545454545453,0.0,1.0,0.2727272727272727,1.0,3.0,2.1818181818181817,0.3950000000000001,0.6166666666666666,0.5063636363636363,0.1599708869959549,0.42640138802198585,0.2919083719511122,1.6408839779005524,8.751381215469612,5.535911602209945,1.9090909090909092,0.3225806451612903,0.5263157894736842,0.40234388208186844,5.708587646484375,1
11,12,0.21818181818181817,4,2,3,2.75,0.41319444444444436,0.0,44.0,17.636363636363637,0.06735728559929699,0.4334130502791619,0.28083727997036784,6.0,26.0,18.0,0.0,1.0,0.5,1.0,3.0,2.1818181818181817,0.345,0.5916666666666667,0.4893939393939393,0.12069654207673322,0.3992994050157554,0.2883436674875879,2.3701657458563536,9.480662983425415,5.43646408839779,1.7272727272727273,0.2631578947368421,0.47619047619047616,0.37710752384995094,5.6329498291015625,1
9,9,0.25,3,3,3,3.0,0.32716049382716045,0.0,34.0,12.0,0.07288257241476792,0.5038188396278634,0.306130332395927,6.0,26.0,15.333333333333334,0.0,1.0,0.3888888888888889,1.0,3.0,2.0,0.3666666666666667,0.6666666666666666,0.5282407407407408,0.14832556772662506,0.4823794683612713,0.3173975407647569,1.3846153846153846,5.815384615384616,2.8923076923076922,1.5555555555555556,0.27586206896551724,0.5714285714285714,0.417193127964213,4.8609619140625,1
10,11,0.24444444444444444,4,2,3,2.5,0.29338842975206614,0.0,32.666666666666664,12.6,0.1458919067227525,0.5300377978961257,0.28765792531923756,10.0,34.0,19.0,0.0,1.0,0.4333333333333333,1.0,4.0,2.2,0.4296296296296297,0.6574074074074073,0.5348148148148147,0.17946463180926944,0.4742700720962221,0.30106630654837185,1.4545454545454546,11.818181818181818,5.545454545454545,1.8,0.34615384615384615,0.5625,0.42850524475524476,3.8802175999999995,1
4,3,0.5,2,2,2,2.0,0.16666666666666663,0.0,4.0,2.0,0.37174444899000403,0.6015031709352149,0.48662380996260945,6.0,12.0,9.0,0.0,1.0,0.5,1.0,2.0,1.5,0.611111111111111,0.8333333333333334,0.7222222222222222,0.36271427297391157,0.6069912323757295,0.48485275267482053,0.0,2.6666666666666665,0.9999999999999999,1.0,0.5,0.75,0.625,3.3683889650967838,1
12,13,0.19696969696969696,4,2,4,3.0,0.3520710059171598,0.0,38.0,18.666666666666668,0.10818457239989818,0.43636591973383165,0.2705075275103321,8.0,28.0,18.166666666666668,0.0,1.0,0.5833333333333334,1.0,3.0,2.1666666666666665,0.3575757575757576,0.5833333333333334,0.4848484848484848,0.1390313681963863,0.39932188465083823,0.2753913728002908,2.0,10.181818181818182,5.8939393939393945,1.75,0.275,0.4782608695652174,0.3821889820759137,6.063713073730469,1
11,12,0.21818181818181817,4,2,3,2.75,0.3298611111111111,0.0,39.0,13.272727272727273,0.12141218476770424,0.47880525051072376,0.2828969441564756,8.0,36.0,19.09090909090909,0.0,1.0,0.5151515151515151,1.0,4.0,2.1818181818181817,0.4,0.6666666666666666,0.5272727272727273,0.14914814227092016,0.46541284176607217,0.2851148934121784,0.9116022099447514,10.392265193370164,5.8674033149171265,1.7272727272727273,0.3333333333333333,0.5555555555555556,0.4406915950394211,4.077568,1
20,21,0.11052631578947368,5,2,6,4.0,0.5226757369614512,0.0,197.0,54.5,0.03302085505079455,0.38422599536053553,0.19720918409370422,6.0,36.0,18.0,0.0,1.0,0.5833333333333334,1.0,4.0,2.1,0.24381787802840432,0.47105263157894744,0.36233918128654974,0.09620705416650999,0.3546497267571487,0.20835938706679213,1.8461538461538463,11.446153846153846,5.390769230769231,1.55,0.17757009345794392,0.38,0.26854747771149334,4.105139200000001,0
9,8,0.2222222222222222,3,3,3,3.0,0.4140625,0.0,38.0,13.333333333333334,0.17760347958741,0.5015341356171634,0.30870235802611606,8.0,24.0,13.777777777777779,0.0,1.0,0.6666666666666666,1.0,3.0,1.7777777777777777,0.40416666666666673,0.6458333333333333,0.4990740740740741,0.20043124460982673,0.4940755926851803,0.3111717952925245,0.8307692307692308,5.815384615384616,3.0153846153846158,1.0,0.3076923076923077,0.5333333333333333,0.39087237648641154,4.16064453125,1
12,12,0.18181818181818182,3,4,4,4.0,0.4131944444444444,0.0,67.0,26.0,0.027871942147934207,0.4868662204427504,0.2534250706006837,6.0,26.0,15.0,0.0,1.0,0.2916666666666667,1.0,3.0,2.0,0.2882034632034632,0.556060606060606,0.4345418470418471,0.1298435264904788,0.43356853889227526,0.27704143791348734,2.7272727272727275,8.90909090909091,5.666666666666667,1.5,0.19642857142857142,0.42307692307692313,0.3105889520577736,4.8939208984375,1
10,10,0.2222222222222222,3,2,5,3.3333333333333335,0.35500000000000004,0.0,38.0,15.2,0.0986150553769986,0.4711559345490892,0.2917649369513399,6.0,26.0,15.8,0.0,1.0,0.55,1.0,3.0,2.0,0.3555555555555555,0.6203703703703705,0.5003703703703704,0.14403412665930063,0.44806650926725955,0.2993692336244068,0.821917808219178,5.47945205479452,2.8767123287671232,1.5,0.2647058823529412,0.5,0.388129718578635,4.9239501953125,1
10,9,0.2,3,3,4,3.3333333333333335,0.42592592592592593,0.0,46.0,19.6,0.11079381222540441,0.49059765951451145,0.2925133240254063,6.0,22.0,13.2,0.0,1.0,0.55,1.0,3.0,1.8,0.33174603174603173,0.574074074074074,0.45338624338624334,0.16651755526807524,0.4589377642772996,0.30072954434776744,0.821917808219178,5.7534246575342465,2.6575342465753424,1.0,0.23076923076923078,0.42857142857142855,0.32875028915885907,3.74658203125,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,6.0,36.0,15.818181818181818,0.1785505882276455,0.459500549190795,0.287490127147804,14.0,26.0,16.90909090909091,0.0,0.5,0.18181818181818182,2.0,3.0,2.1818181818181817,0.45666666666666667,0.6,0.5024242424242424,0.2462484083599113,0.41792424008309986,0.29550944034462884,3.464088397790055,10.756906077348066,6.066298342541436,2.0,0.3333333333333333,0.5,0.3952380952380953,5.251158714294434,1
10,10,0.2222222222222222,4,2,3,2.5,0.33999999999999997,0.0,32.0,16.0,0.10937573388164169,0.4268985030830299,0.29630063536304496,6.0,24.0,15.2,0.0,1.0,0.5,1.0,3.0,2.0,0.35291005291005284,0.587037037037037,0.49428571428571433,0.15097537577248366,0.4289828956957517,0.3031479129685762,1.36986301369863,5.47945205479452,2.821917808219178,1.6,0.2571428571428571,0.42857142857142855,0.3752380952380952,4.411218643188477,1
9,11,0.3055555555555556,2,4,5,4.5,0.21074380165289253,2.0,24.0,8.444444444444445,0.18477143056564063,0.5281979747974326,0.3103582929837243,14.0,40.0,21.77777777777778,0.0,0.5,0.2962962962962963,2.0,4.0,2.4444444444444446,0.5208333333333333,0.75,0.599537037037037,0.23508352195641552,0.5074957214514556,0.3198517364783889,1.3846153846153846,5.815384615384616,2.8923076923076927,2.0,0.4,0.6666666666666666,0.4998236331569665,4.726911999999999,1
20,23,0.12105263157894737,4,3,6,5.0,0.5189035916824197,0.0,156.0,48.6,0.07602398982907643,0.38838297907145575,0.2047839816516483,8.0,30.0,19.4,0.0,1.0,0.3,1.0,3.0,2.3,0.28959899749373447,0.47368421052631576,0.37875939849624063,0.10316647360432007,0.32254073833691854,0.21411493021327638,1.6615384615384616,9.046153846153846,5.8707692307692305,1.9,0.22619047619047616,0.3877551020408163,0.2898931343374799,7.502777099609375,0
11,11,0.2,2,5,6,5.5,0.3925619834710743,0.0,54.0,18.363636363636363,0.1531621135125036,0.46965424888134594,0.2815366698886658,8.0,26.0,15.636363636363637,0.0,1.0,0.36363636363636365,1.0,3.0,2.0,0.37333333333333335,0.6,0.47484848484848485,0.16687604360841204,0.43933602788470744,0.28729812092376156,2.187845303867403,8.933701657458563,5.05524861878453,1.5454545454545454,0.2857142857142857,0.5,0.36526806526806527,5.075408935546875,1
10,9,0.2,3,3,4,3.3333333333333335,0.4382716049382716,0.0,48.0,20.8,0.10258013905944038,0.5731619207339222,0.2834713921411828,6.0,22.0,12.6,0.0,1.0,0.4,1.0,3.0,1.8,0.32420634920634916,0.574074074074074,0.4450529100529101,0.17101998410819316,0.47621848845127157,0.3027853262324821,1.917808219178082,5.47945205479452,3.0410958904109586,1.0,0.21951219512195122,0.42857142857142855,0.3172670554174924,3.638671875,1
8,9,0.32142857142857145,4,2,2,2.0,0.191358024691358,2.0,15.0,6.75,0.2713787120444765,0.4734762419497279,0.34518458604545355,14.0,26.0,18.0,0.0,0.5,0.25,2.0,3.0,2.25,0.5595238095238095,0.7142857142857143,0.6160714285714286,0.2906777055877096,0.46045406447587567,0.34726982519826266,1.1228070175438596,7.017543859649122,2.807017543859649,2.0,0.4375,0.6363636363636364,0.5184659090909091,5.258537769317627,1
12,12,0.18181818181818182,3,4,4,4.0,0.4131944444444444,0.0,75.0,22.0,0.034758516457329504,0.5250729530707312,0.25510872858721007,6.0,36.0,16.0,0.0,1.0,0.40277777777777773,1.0,4.0,2.0,0.30238095238095236,0.6287878787878788,0.4551948051948052,0.13396264955348922,0.5041016719926523,0.2722152563882217,2.1818181818181817,11.636363636363637,5.590909090909091,1.5,0.22,0.5,0.3486516367118147,3.855360000000002,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.365,0.0,44.0,14.2,0.08809075061726365,0.5038637057666083,0.29100269744837487,6.0,28.0,15.8,0.0,1.0,0.45,1.0,3.0,2.0,0.36296296296296293,0.6481481481481481,0.5059259259259259,0.1420375315488289,0.4704169894447576,0.2979949725869755,0.273972602739726,5.205479452054794,2.8767123287671232,1.5,0.28125,0.5625,0.40354928185849237,5.389404296875,1
12,12,0.18181818181818182,4,2,4,3.0,0.41319444444444436,0.0,64.0,21.666666666666668,0.1293192217607074,0.45430970794477626,0.2658100326129142,8.0,30.0,17.0,0.0,1.0,0.6666666666666666,1.0,4.0,2.0,0.3515151515151515,0.5757575757575757,0.4583333333333334,0.15647796384267837,0.4241677044830754,0.27192867115497704,1.4545454545454546,10.727272727272727,5.348484848484849,1.4166666666666667,0.2619047619047619,0.4782608695652174,0.34922430583443825,3.206016,1
19,20,0.11695906432748537,5,3,5,3.8,0.49,0.0,175.0,49.68421052631579,0.027248171628736786,0.4042477653446118,0.2010969111682313,6.0,36.0,17.894736842105264,0.0,1.0,0.5614035087719298,1.0,4.0,2.1052631578947367,0.24347442680776016,0.4833333333333334,0.3718207555926854,0.09881370364965142,0.3666404647259935,0.21447903740026614,2.02258064516129,10.848387096774193,5.661290322580644,1.5789473684210527,0.17475728155339806,0.3913043478260869,0.27676983425820595,4.104857600000001,0
40,45,0.057692307692307696,5,6,10,8.0,0.7004938271604939,0.0,798.0,331.85,0.0061537334220952275,0.27830309599570974,0.13302988137140428,8.0,28.0,18.45,0.0,1.0,0.325,1.0,3.0,2.25,0.17394334739911324,0.24691714451478683,0.21348044138203157,0.0722779876832901,0.2235047177508104,0.15282033362614783,3.410565338276182,13.938832252085264,9.63855421686747,1.925,0.07991803278688525,0.13780918727915195,0.10855309769547276,6.543980356305838,0
8,8,0.2857142857142857,3,2,3,2.6666666666666665,0.28125,0.0,17.0,8.25,0.22583425589427053,0.45166851178854106,0.34428653717214763,8.0,22.0,15.5,0.0,1.0,0.5,1.0,3.0,2.0,0.4523809523809524,0.6666666666666667,0.5744047619047619,0.20421223242917688,0.454567076759848,0.3418216587150096,0.2807017543859649,4.771929824561403,3.052631578947368,1.75,0.3684210526315789,0.5384615384615384,0.4690283400809716,4.0085296630859375,1
9,8,0.2222222222222222,3,2,4,3.0,0.3984375,0.0,32.0,17.333333333333332,0.10509452392614821,0.5282966694370811,0.30678831538521983,6.0,20.0,12.444444444444445,0.0,1.0,0.3888888888888889,1.0,3.0,1.7777777777777777,0.3419642857142857,0.55625,0.46765873015873016,0.18544953736654154,0.4677346504590887,0.3215776366335473,1.1076923076923078,7.753846153846155,2.953846153846154,1.0,0.22857142857142856,0.42105263157894735,0.3293693170123376,3.17578125,1
12,12,0.18181818181818182,4,2,4,3.0,0.40624999999999994,0.0,56.0,21.333333333333332,0.05021008095423494,0.43202489350829737,0.26135636008685964,6.0,26.0,16.0,0.0,1.0,0.4583333333333333,1.0,3.0,2.0,0.30995670995670993,0.5681818181818181,0.45847763347763343,0.12023560283420615,0.40587955827714844,0.27040342659278255,1.8181818181818181,9.818181818181817,5.424242424242425,1.5,0.22916666666666666,0.4583333333333333,0.35461050423318224,5.301799774169922,1
12,12,0.18181818181818182,4,2,4,3.0,0.41319444444444436,0.0,60.0,20.333333333333332,0.059295247602620116,0.446932214318573,0.25922707890299107,6.0,32.0,17.0,0.0,1.0,0.625,1.0,4.0,2.0,0.3272727272727273,0.5909090909090909,0.46565656565656566,0.13214756265160021,0.4457137172187805,0.26871807762747096,1.8181818181818181,12.727272727272727,5.515151515151516,1.4166666666666667,0.25,0.5,0.36594222912850366,3.5696896000000002,1
10,10,0.2222222222222222,3,3,4,3.3333333333333335,0.365,0.0,42.0,15.0,0.08892414171028548,0.48616153069654056,0.29220232435650667,6.0,26.0,15.8,0.0,1.0,0.55,1.0,3.0,2.0,0.3592592592592593,0.6296296296296297,0.5011111111111111,0.1436552886572419,0.45395764877287065,0.29957178005290375,1.095890410958904,5.47945205479452,2.7945205479452055,1.5,0.2727272727272727,0.5294117647058824,0.3904354938335481,5.0133056640625,1
11,12,0.21818181818181817,4,2,4,2.75,0.3229166666666667,0.0,33.0,16.0,0.1110604095450927,0.4382643947966034,0.2852080375153779,8.0,26.0,18.0,0.0,1.0,0.5454545454545454,1.0,3.0,2.1818181818181817,0.3733333333333333,0.5999999999999999,0.5054545454545454,0.14725434181630973,0.40366770081766745,0.29068427150783743,1.8232044198895028,10.392265193370164,5.834254143646408,1.8181818181818181,0.2857142857142857,0.5,0.39593964811356114,5.600856781005859,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,0.0,28.666666666666668,14.727272727272727,0.13180812029399255,0.432205500929662,0.28798638159633344,8.0,26.0,18.0,0.0,1.0,0.45454545454545453,1.0,3.0,2.1818181818181817,0.38166666666666665,0.6,0.5133333333333333,0.14836154115290287,0.39320253130794747,0.2902049182145581,2.187845303867403,9.116022099447514,5.850828729281767,1.8181818181818181,0.30303030303030304,0.5,0.4141753503413583,5.4941933155059814,1
10,9,0.2,3,3,4,3.3333333333333335,0.42592592592592593,0.0,54.0,17.2,0.10307844583946885,0.5506789930767703,0.28211866473438946,6.0,26.0,13.2,0.0,1.0,0.5,1.0,3.0,1.8,0.34444444444444444,0.6296296296296295,0.4655555555555555,0.16111991502510728,0.5073827654751853,0.2952512086552133,0.821917808219178,5.7534246575342465,2.821917808219178,1.0,0.2571428571428571,0.5294117647058824,0.36167680865449625,4.576171875,1
9,8,0.2222222222222222,3,3,3,3.0,0.4140625,0.0,44.0,10.666666666666666,0.1837199393198309,0.5945222881095149,0.30239617341462854,8.0,36.0,15.11111111111111,0.0,1.0,0.7407407407407407,1.0,4.0,1.7777777777777777,0.4375,0.75,0.5277777777777778,0.19617195797971734,0.5892603595050638,0.30172347288232637,0.8307692307692308,8.03076923076923,2.769230769230769,1.0,0.36363636363636365,0.6666666666666666,0.4477760056707425,3.722240000000001,1
12,12,0.18181818181818182,4,2,4,3.0,0.40277777777777773,0.0,52.0,17.166666666666668,0.18723743128309533,0.4526429300864112,0.26651969197214403,8.0,34.0,17.5,0.0,1.0,0.5555555555555555,1.0,4.0,2.0,0.4090909090909091,0.6212121212121212,0.48484848484848486,0.16447383751977881,0.45516823861633104,0.2681056646871143,1.0909090909090908,11.818181818181818,5.303030303030304,1.5833333333333333,0.34375,0.5238095238095238,0.4001496984695909,3.8271528960000007,1
12,12,0.18181818181818182,4,2,4,3.0,0.39236111111111105,0.0,64.0,23.333333333333332,0.035900676674904514,0.4620118464768092,0.2568431419427762,6.0,26.0,15.5,0.0,1.0,0.375,1.0,3.0,2.0,0.29718614718614716,0.5681818181818181,0.44725829725829724,0.12379089243503666,0.4202737912988702,0.2732794105031801,2.3636363636363638,8.727272727272727,5.530303030303031,1.5,0.21153846153846156,0.4583333333333333,0.33451782422370663,5.202898025512695,1
11,12,0.21818181818181817,3,3,4,3.6666666666666665,0.32291666666666663,0.0,38.0,14.181818181818182,0.15409125492342626,0.3896319799029069,0.2871200450953919,8.0,32.0,19.09090909090909,0.0,1.0,0.5454545454545454,1.0,4.0,2.1818181818181817,0.3983333333333334,0.625,0.520909090909091,0.15557523910065457,0.42950844941615346,0.2875416318379925,2.734806629834254,11.121546961325969,5.651933701657459,1.7272727272727273,0.3225806451612903,0.5,0.4247603813586217,3.5349760000000003,1
